# Downloaded from http://scsie.uv.es/chipsdna/mRNA%20final%20data.txt
# From Genomic Run-On Evaluates Transcription Rates for All Yeast Genes and Identifies Gene Regulatory Mechanisms, 
# Molecular Cell Volume 15, Issue 2, 23 July 2004, Pages 303–313 José Garci´a-Marti´nez1, 2, Agusti´n Aranda1, 3, José E Pérez-Orti´n
# http://www.sciencedirect.com/science/article/pii/S1097276504003375
#ORF name	Gene name	Biological Process	mRNA t0	SD t0	mRNA t1	SD t1	mRNA t2	SD t2	mRNA t3	SD t3	mRNA t4	SD t4	mRNA t5	SD t5
orf	gene	biological.process	mrna.t0	sd.t0	mrna.t1	sd.t1	mrna.t2	sd.t2	mrna.t3	sd.t3	mrna.t4	sd.t4	mrna.t5	sd.t5
YBL079W	NUP170	nuclear protein targeting	128.2116	7.6813	93.7878	7.5178	26.8822	7.4459	69.3897	7.8589	84.0787	7.1036	63.9426	7.3935
YBL080C	PET112	protein synthesis	17.6469	6.595	8.7603	3.2831	17.4149	6.0809	12.7357	3.1513	23.669	5.8152	22.1898	6.1545
YBL081W	YBL081W	unknown	97.0472	9.836	42.4967	9.2188	13.778	4.9874	34.442	9.7623	67.4263	9.0705	34.8544	9.5645
YBL082C	RHK1	protein glycosylation	23.2847	5.9528	26.962	5.5565	3.9539	3.583	11.5485	2.9493	16.9783	5.512	13.3179	2.9282
YBL083C	YBL083C	unknown	36.486	7.2924	29.8626	6.8406	11.2932	3.6519	12.9858	3.6869	25.2849	6.7524	15.5993	3.6418
YBL085W	BOI1	bud growth	194.2921	7.465	48.3735	7.0951	90.8124	7.5588	25.3666	7.3376	51.1802	6.8256	59.8924	7.1594
YBL086C	YBL086C	unknown	17.0053	3.5488	11.2478	3.3651	16.7228	6.4451	22.0651	6.6533	18.9398	6.2824	22.4551	6.5486
YBL087C	RPL23A	protein synthesis	322.231	11.493	241.4931	11.3801	33.7763	10.9898	107.0978	11.7237	190.7098	10.6553	101.9605	11.0217
YBL088C	TEL1	telomere length regulation	4.9138	5.0986	1.5437	6.2647	4.8794	4.5986	4.8339	4.5053	9.4026	3.8854	5.4458	4.1387
YBL090W	MRP21	protein synthesis	11.7169	3.2739	10.27	2.9749	16.9554	5.7497	11.2111	2.9915	17.6378	5.5607	13.074	2.9655
YBL091C	MAP2	protein processing	182.788	5.8702	146.8743	5.831	79.8985	5.9523	83.7598	6.0491	104.3004	5.4441	100.1704	5.6701
YBL091C-A	YBL091C-A	unknown	7.3656	3.6537	8.6844	3.1538	8.0172	3.1376	7.6174	3.2217	10.172	3.0275	14.3323	3.0211
YBL092W	RPL32	protein biosynthesis	678.5789	6.6395	545.8221	6.6497	45.3429	6.5709	196.8966	6.8969	439.7452	6.2323	232.3798	6.5004
YBL093C	ROX3	transcription	92.23	6.1916	65.7923	6.036	31.2382	6.1152	49.1844	6.3165	69.6454	5.7343	68.7266	5.9775
YBL094C	YBL094C	unknown	7.3399	5.6675	6.5047	5.2633	5.9623	5.3183	5.6488	5.2754	9.047	4.6933	7.8277	4.7328
YBL095W	YBL095W	unknown	5.1723	3.3852	5.3032	3.0238	1.7807	4.0431	4.0502	3.1357	5.6413	2.8765	5.6121	2.8602
YBL096C	YBL096C	unknown	42.0984	7.4032	19.6216	7.0096	9.8801	3.8163	10.4156	3.8598	19.9413	6.9888	16.6281	3.6933
YBL097W	BRN1	chromosome maintenance	15.7194	3.1965	19.1047	5.6596	9.3035	3.0331	11.0203	3.0519	17.4991	5.6661	17.8007	5.9429
YBL098W	YBL098W	unknown	13.2673	3.7481	9.2009	3.5623	0.5097	8.1753	9.6239	3.5344	5.1345	3.8405	6.9273	3.6203
YBL099W	ATP1	ATP synthesis	309.748	6.0447	151.0745	5.9889	382.6752	6.1869	329.0508	6.3249	649.3108	5.7139	355.9596	6.0401
YBL100C	YBL100C	unknown	145.8791	6.0607	121.774	6.001	346.5642	6.2334	148.0608	6.3189	476.5436	5.7357	323.0196	6.0582
YBL101C	ECM21	cell wall biogenesis	118.2562	7.1377	80.2748	6.9663	32.4759	7.0106	56.029	7.2723	72.5727	6.5934	52.4707	6.8685
YBL102W	SFT2	unknown	61.2209	6.0686	45.5484	5.8546	53.4082	6.1412	35.6746	6.1518	54.3588	5.621	56.6328	5.8734
YBL103C	RTG3	glyoxylate cycle	21.4537	7.3725	14.2133	3.4706	8.9995	3.6941	15.1469	3.5417	24.3535	6.5843	26.4275	6.9333
YBL104C	YBL104C	unknown	49.0566	6.4146	27.1917	6.0218	18.2547	6.1926	28.4648	6.4515	37.4203	5.9152	30.2108	6.2327
YBL105C	PKC1	cell wall biogenesis	89.2815	6.9117	42.0676	6.5855	39.979	6.8745	36.3614	6.9602	66.0857	6.3928	53.629	6.6671
YBL106C	SRO77	secretion (putative)	17.9118	3.6043	10.9159	3.4636	8.9044	3.5292	12.2331	3.4511	17.5252	6.4627	6.9512	3.6369
YBL107C	YBL107C	unknown	10.9355	3.5268	18.4601	5.8906	9.6016	3.1504	12.1205	3.1509	26.8227	5.7769	13.7016	3.1313
YBR001C	NTH2	trehalose metabolism	38.1309	6.0924	27.5903	5.7561	94.3479	6.2879	59.9014	6.3136	69.3094	5.6973	49.903	5.9265
YBR002C	RER2	glutamate N-acetyltransferase	67.1621	5.3774	48.7271	5.2187	20.5879	5.2508	32.9284	5.4474	52.9388	4.9777	46.7063	5.1909
YBR003W	COQ1	ubiquinone biosynthesis	39.2436	6.7599	32.2789	6.4105	54.9862	6.866	23.1113	6.7408	43.1311	6.2633	55.1775	6.5799
YBR004C	YBR004C	unknown	40.6159	8.559	18.0834	4.1392	7.3291	4.8706	8.0028	4.7615	14.2746	4.2517	9.1311	4.527
YBR005W	YBR005W	unknown	20.3948	5.48	19.8586	5.045	10.2015	2.6332	7.0211	2.8411	12.8725	5.1447	17.5035	5.2845
YBR006W	UGA2	GABA metabolism	12.1922	3.3843	10.2155	3.0996	19.5928	5.9875	14.3508	3.0535	13.5941	2.957	42.5631	5.9776
YBR007C	YBR007C	unknown	22.7646	8.0983	15.7394	3.7921	9.2103	4.1015	9.79	4.1149	20.0188	7.3582	21.8588	7.6556
YBR008C	FLR1	fluconazole resistance	NA	NA	NA	NA	NA	NA	NA	NA	26.6796	5.8916	3.4957	3.6627
YBR009C	HHF1	chromatin structure	181.8401	5.4144	97.0259	5.3341	27.6465	5.319	79.467	5.5804	175.765	5.0607	125.2045	5.2616
YBR010W	HHT1	chromatin structure	851.5811	6.5186	528.5583	6.5264	244.1172	6.66	365.0394	6.8055	860.7866	6.1593	760.2673	6.6945
YBR011C	IPP1	phosphate metabolism	2190.7013	6.8934	1437.9724	6.8721	538.6478	7.0339	560.3364	7.2092	996.9408	6.5247	837.4774	7.0993
YBR012C	YBR012C	unknown	166.7477	7.0149	164.4309	6.9711	131.275	7.1683	100.6162	7.2426	138.7768	6.5277	92.3761	6.7599
YBR013C	YBR013C	unknown	113.8263	8.033	92.7987	7.8583	91.3176	8.16	82.0334	8.2592	114.4087	7.4707	112.382	7.7807
YBR014C	YBR014C	unknown	14.8369	3.5296	9.9059	3.358	11.3198	3.2295	12.0174	3.3034	20.8978	6.0953	35.7435	6.3683
YBR015C	MNN2	protein glycosylation	188.931	6.4806	129.8112	6.4081	78.6881	6.5569	72.8964	6.643	91.4493	5.9921	73.2846	6.2251
YBR016W	YBR016W	unknown	169.2533	6.5452	118.9604	6.4611	95.7705	6.6548	74.3693	6.7161	143.6022	6.0958	100.2322	6.3177
YBR017C	KAP104	nuclear protein targeting	102.9474	6.4374	77.2741	6.299	29.8552	6.3302	30.9793	6.4476	54.5206	5.9302	43.6543	6.1964
YBR018C	GAL7	                         protein amino acid phosphorylation	NA	NA	NA	NA	31.6373	7.2793	1036.2081	7.8298	1678.2704	7.125	1212.5842	7.8381
YBR019C	GAL10	galactose metabolism	22.1398	6.3048	12.4998	3.0147	41.8776	6.2289	1111.5012	6.5495	1866.4304	5.993	1478.6203	6.7132
YBR020W	GAL1	galactose metabolism	6.6212	3.8702	6.7977	3.4478	86.3681	6.4515	3062.8533	6.5508	3476.8415	6.1075	2606.0236	7.0174
YBR021W	FUR4	transport	12.2475	3.7051	7.5074	3.6257	3.6796	4.2855	16.4849	6.5931	41.2616	6.1529	16.9251	6.5827
YBR022W	YBR022W	unknown	31.9586	6.5977	16.7845	6.25	24.7133	6.47	26.3803	6.6079	46.041	6.1056	30.585	6.4133
YBR023C	CHS3	cell wall biogenesis	82.7451	6.6175	52.1875	6.3846	32.0163	6.5343	31.7323	6.6419	42.2153	6.0798	32.5239	6.3926
YBR024W	SCO2	respiration	22.3622	6.3654	17.3104	5.8783	30.8791	6.2097	17.9222	6.1776	29.3933	5.7429	43.9326	6.0633
YBR025C	YBR025C	unknown	353.8999	6.4075	236.9716	6.3892	29.264	6.2486	84.5626	6.5722	166.7317	5.957	139.7084	6.203
YBR026C	MRF1	mitochondrial respiration	43.7769	6.6945	29.9308	6.3166	89.247	6.8838	70.5865	6.9469	67.353	6.2442	88.9019	6.5348
YBR027C	YBR027C	unknown	7.5392	4.6502	8.0525	4.1104	3.6847	4.9728	4.5253	4.5592	8.5802	3.9321	2.8535	4.4763
YBR028C	YBR028C	unknown	107.9603	6.8043	74.5166	6.637	32.0761	6.6964	48.8941	6.9155	92.284	6.3167	83.2086	6.5722
YBR029C	CDS1	lipid metabolism	49.9232	7.3888	34.2034	6.9835	20.9427	7.1418	36.2392	7.4726	44.278	6.8273	22.8937	7.2465
YBR030W	YBR030W	unknown	33.5584	6.2089	25.2161	5.8303	15.4293	5.9852	12.9265	3.1038	19.0706	5.7993	13.3311	3.1049
YBR031W	RPL4A	protein synthesis	1365.7289	5.9453	988.985	5.9373	162.9608	6.0637	334.0504	6.2081	542.5517	5.5986	236.2386	5.8439
YBR032W	YBR032W	unknown	6.8769	4.1459	12.6451	3.2935	2.5871	4.7857	4.4969	3.9876	11.3151	3.3211	3.1152	3.9038
YBR033W	YBR033W	unknown	19.4532	7.3187	12.0537	3.4952	11.9542	3.4484	17.2358	3.4606	29.733	6.4299	27.1333	6.8118
YBR034C	HMT1	protein processing	121.1965	6.5346	94.0061	6.4239	18.9834	6.2624	59.7853	6.6824	60.0842	6.0206	73.1142	6.2971
YBR035C	PDX3	sterol uptake (putative)	39.1833	6.0315	30.7728	5.7354	31.3132	6.017	25.137	6.0619	34.703	5.5717	42.0856	5.8629
YBR036C	CSG2	sphingolipid metabolism	217.1548	6.3325	161.1978	6.2889	152.5032	6.4775	139.2091	6.5764	185.1182	5.9101	163.744	6.1705
YBR037C	SCO1	respiration	39.3502	5.5865	33.8633	5.3561	101.1831	5.7735	38.0214	5.7155	60.8182	5.2127	32.4094	5.4267
YBR038W	CHS2	cell wall biogenesis	210.1694	6.844	121.2126	6.744	99.3961	6.9499	79.2569	7.0184	114.5928	6.3424	68.9266	6.5651
YBR039W	ATP3	ATP synthesis	76.207	7.012	52.1357	6.7567	109.9822	7.1926	315.6717	7.4124	557.4663	6.6835	371.4561	7.0555
YBR040W	FIG1	mating	NA	NA	NA	NA	1.4278	7.4582	NA	NA	NA	NA	2.1735	5.1224
YBR041W	FAT1	transport	49.5884	7.0191	41.8289	6.7235	16.845	3.3774	19.1259	6.9419	28.8073	6.4608	29.4744	6.8341
YBR042C	YBR042C	unknown	29.085	7.2211	23.4766	6.6836	5.1421	4.2735	12.511	3.622	15.8836	3.4338	14.2698	3.5878
YBR043C	YBR043C	unknown	33.8736	6.3308	22.6849	5.9226	21.337	6.1868	16.2339	6.2746	27.9682	5.8318	18.2268	6.2333
YBR044C	TCM62	protein folding	24.2036	6.9033	11.0206	3.4211	23.7349	6.6208	22.6207	6.7303	26.1004	6.2417	17.2045	6.6938
YBR045C	GIP1	glucose repression	3.8032	4.9574	2.0109	5.3511	4.7102	4.2525	5.7451	3.9964	7.0457	3.7576	3.2996	4.0738
YBR046C	ZTA1	unknown	111.5865	6.4133	85.0924	6.2919	77.2866	6.5123	62.2779	6.5729	65.1532	5.9217	61.7363	6.1756
YBR047W	YBR047W	unknown	3.3758	5.5096	4.5686	4.6964	4.9285	4.5625	7.4419	4.1064	4.3317	4.4145	2.0047	4.6854
YBR048W	RPS11B	protein synthesis	726.4742	15.2094	462.8628	15.1293	62.7043	14.7693	193.4518	15.5963	307.3869	14.0995	186.974	14.5839
YBR049C	REB1	transcription	61.2439	6.6991	40.1598	6.4002	20.8732	6.4889	23.4628	6.6544	48.1604	6.1882	31.3837	6.4956
YBR050C	REG2	glucose repression	1.0539	6.3167	0.652	6.8752	22.7625	6.5467	16.0406	3.3237	18.135	6.3144	6.2653	3.603
YBR051W	YBR051W	unknown	12.8558	5.1667	9.3379	4.9244	31.358	8.7047	19.4076	4.428	26.6455	8.3112	7.8998	4.8077
YBR052C	YBR052C	unknown	19.1865	5.3881	16.4738	4.9509	35.9953	5.33	12.9466	2.6204	22.2911	4.8683	32.9783	5.1386
YBR053C	YBR053C	unknown	93.3459	6.3107	68.631	6.1578	169.8139	6.5033	67.8848	6.4949	89.8007	5.8665	92.9414	6.1148
YBR054W	YRO2	unknown	22.9062	6.6496	12.8721	3.1851	15.135	3.1353	40.0774	6.6394	31.8044	5.9918	162.677	6.4297
YBR055C	PRP6	mRNA splicing	39.2486	6.6392	24.9327	6.2188	13.2848	3.2285	18.5334	6.5804	32.343	6.1209	26.5399	6.4817
YBR056W	YBR056W	unknown	49.6808	6.2896	26.719	5.903	52.5016	6.3716	29.5659	6.3383	38.9383	5.804	80.3336	6.1223
YBR057C	MUM2	meiosis	52.4342	7.1279	23.4918	6.6562	24.4973	6.9592	20.8145	7.0501	40.2825	6.5722	31.3637	6.9333
YBR058C	UBP14	protein degradation, ubiquitin-mediated	65.9648	6.9933	41.5446	6.6759	31.9842	6.9074	26.4557	6.9687	44.6712	6.444	31.4981	6.7808
YBR059C	AKL1	unknown	95.1497	6.9159	71.0441	6.7385	94.6249	7.0579	91.4889	7.1594	109.5477	6.4439	109.5137	6.7137
YBR060C	ORC2	DNA replication	32.112	7.3846	20.8697	6.9048	8.3843	3.9043	14.9173	3.6719	21.6583	6.8688	17.2471	3.6471
YBR061C	YBR061C	unknown	29.1611	6.5556	16.2781	6.2016	4.2801	4.0019	10.6806	3.3302	21.4895	6.0604	19.3702	6.4098
YBR062C	YBR062C	unknown	18.588	6.7119	13.2452	3.1304	14.6327	3.1016	11.0583	3.2663	16.1731	6.1028	17.4847	6.3447
YBR063C	YBR063C	unknown	44.1645	7.3607	16.7004	3.5405	9.2718	3.8384	42.1823	7.4993	26.7412	6.814	34.5535	7.1738
YBR064W	YBR064W	unknown	10.9725	5.0516	5.2729	5.3474	6.1031	5.0927	7.869	4.7569	16.5617	4.153	11.1427	4.422
YBR065C	ECM2	cell wall biogenesis and mRNA splicing (putative)	120.4667	7.0521	57.7025	6.7958	18.2725	6.7277	48.9552	7.1547	82.5962	6.5275	68.5441	6.7923
YBR066C	NRG2	unknown	11.1945	4.1732	10.1568	3.784	3.7438	4.7778	6.8823	4.0427	13.7162	3.5594	10.6387	3.7374
YBR067C	TIP1	  cell wall organization and biogenesis	653.0521	7.3876	460.2211	7.3935	500.1654	7.5446	542.3663	7.7232	333.4618	6.9062	413.457	7.3547
YBR068C	BAP2	transport	149.0091	6.4984	128.2963	6.4339	115.2299	6.6365	115.1146	6.7405	111.5584	6.0362	60.117	6.2422
YBR069C	TAT1	transport	61.9157	6.3734	41.0239	6.1069	15.6848	6.1097	44.6701	6.5031	33.7887	5.8508	26.3495	6.183
YBR070C	SAT2	stress response	25.7595	6.2884	14.5498	2.9826	8.584	3.187	10.1215	3.1834	18.4909	5.8275	14.7897	3.0938
YBR071W	YBR071W	unknown	68.4672	7.1145	45.433	6.8149	50.7649	7.1536	44.7004	7.2328	69.8827	6.6033	50.6498	6.8831
YBR072W	HSP26	diauxic shift	12.0218	3.3021	4.4766	3.609	85.4317	6.188	94.8072	6.2965	47.7607	5.583	501.0122	6.1941
YBR073W	RDH54	meiosis	124.6928	6.864	91.19	6.732	35.6225	6.7763	51.2513	6.977	87.4349	6.3586	75.0806	6.6142
YBR074W	YBR074W	unknown	179.9298	7.4024	91.3647	7.2265	27.2142	7.1738	59.4262	7.5248	99.8012	6.848	118.0288	7.1531
YBR075W	YBR075W	unknown	76.8144	6.7894	55.224	6.5656	12.3896	3.3034	25.9433	6.7559	33.1729	6.2134	28.3585	6.5749
YBR076W	ECM8	cell wall biogenesis	4.66	5.5457	2.2642	6.1007	6.7068	4.5494	0.8691	7.406	4.03	4.8228	5.751	4.3957
YBR077C	YBR077C	unknown	63.5647	6.6579	37.8413	6.3403	52.8678	6.7195	40.6037	6.762	61.795	6.1742	38.7551	6.444
YBR078W	ECM33	cell wall biogenesis	496.0587	9.7702	394.2175	9.7569	151.0232	9.9075	177.9332	10.093	280.313	9.0982	211.2461	9.4598
YBR079C	RPG1	protein synthesis	83.473	6.6001	79.5544	6.473	22.4892	6.4042	49.7185	6.7322	67.3728	6.1124	46.4532	6.367
YBR081C	SPT7	chromatin structure	42.1409	6.9543	32.7524	6.588	14.4637	3.3714	17.876	6.8943	34.5351	6.412	24.1228	6.8066
YBR082C	UBC4	protein degradation, ubiquitin-mediated	280.6611	10.1696	198.6044	10.053	67.6815	10.1084	116.6087	10.4332	177.4267	9.4364	259.5072	9.9192
YBR083W	TEC1	pseudohyphal growth	81.1724	7.6295	46.7462	7.2857	76.0997	7.7449	31.664	7.6241	57.6135	7.0421	71.9191	7.3804
YBR084C-A	RPL19A	 protein biosynthesis	716.0622	10.7484	507.6622	10.7419	62.347	10.5827	260.995	11.1463	366.0729	10.021	207.2758	10.3702
YBR084W	MIS1	folate metabolism	122.8129	6.3157	93.903	6.2126	12.8789	3.0258	39.0828	6.3756	74.7221	5.8406	39.8569	6.0696
YBR085W	AAC3	transport	6.4208	3.4762	4.7989	3.3259	NA	NA	NA	NA	NA	NA	0.2599	4.6537
YBR086C	IST2	salt tolerance (putative)	401.601	8.1384	240.6023	8.0903	145.4699	8.2752	95.9077	8.3287	172.7691	7.5487	146.0912	7.8496
YBR087W	RFC5	DNA replication	22.9867	7.1832	12.152	3.4907	4.6404	4.2694	6.3762	3.9138	15.896	3.3468	12.0075	3.5449
YBR088C	POL30	DNA replication	67.9925	7.2238	39.8358	6.8693	NA	NA	23.7875	7.1524	34.9461	6.6231	27.8857	7.0166
YBR089W	YBR089W	unknown	52.6637	7.4101	49.817	7.1402	3.8444	4.8573	25.6663	7.3779	40.971	6.8325	22.1336	7.2723
YBR090C	NHP6B	 biological_process unknown	46.7133	12.1439	37.0596	11.2251	32.6169	11.5633	28.4957	5.9448	39.9156	11.1258	31.8397	11.8313
YBR091C	MRS5	mitochondrial protein targeting	4.2283	3.4727	3.0298	3.4066	2.9045	3.4315	2.8421	3.3344	3.6633	3.0496	4.0731	2.919
YBR092C	PHO3	thiamine uptake	197.01	6.5528	90.9354	6.4125	7.3203	3.4415	12.6033	3.2409	30.6849	5.9457	44.1144	6.277
YBR093C	PHO5	phosphate metabolism	88.8645	6.8533	77.659	6.7053	40.7194	6.8235	18.9728	6.7325	55.4954	6.3208	16.8114	3.3698
YBR094W	YBR094W	unknown	48.4135	6.944	29.7648	6.5301	21.2974	6.7405	20.4381	6.8736	35.9801	6.3963	26.1405	6.7722
YBR095C	YBR095C	unknown	33.018	6.5072	22.634	6.0806	15.9365	6.2654	22.837	6.4872	32.555	5.9928	54.8684	6.3248
YBR096W	YBR096W	unknown	109.8708	7.1504	55.1629	6.8791	36.2402	7.0617	24.6745	7.0619	50.7989	6.5693	43.3343	6.8864
YBR097W	VPS15	vacuolar protein targeting	10.7055	4.5282	5.0858	4.7863	4.6458	4.8624	4.6828	4.7212	3.5324	4.7861	3.8654	4.4763
YBR098W	MMS4	methylmethanesulfonate resistance	22.0265	7.5441	10.581	3.7564	5.4875	4.2908	5.554	4.2232	7.9989	3.8557	9.1289	3.7931
YBR099C	YBR099C	unknown	52.9816	10.0997	NA	NA	NA	NA	NA	NA	26.2203	9.5572	5.7779	5.753
YBR100W	YBR100W	unknown	15.8866	3.5997	6.3052	3.8192	4.028	4.2298	6.8863	3.6848	12.07	3.3136	10.6133	3.4346
YBR101C	YBR101C	unknown	133.6725	6.6857	120.1518	6.6103	30.4043	6.5566	68.5845	6.8547	82.5519	6.1856	105.811	6.4692
YBR102C	EXO84	secretion	20.6414	6.9888	17.2112	6.3966	11.1471	3.3457	11.1466	3.4386	24.0565	6.2394	20.0529	6.6252
YBR103W	SIF2	silencing (telomere)(putative)	11.1697	3.247	11.3614	2.8791	9.978	2.8975	9.8961	2.983	14.1153	5.5863	13.0779	2.9223
YBR104W	YMC2	transport	29.386	5.7001	12.1256	2.7615	NA	NA	4.9213	3.23	11.5374	2.7689	5.2554	3.0699
YBR105C	VID24	vacuolar protein targeting	156.5724	7.2288	108.6412	7.1071	81.1283	7.3147	132.1675	7.5058	179.2534	6.7525	164.3261	7.0424
YBR106W	PHO88	phosphate transport	189.7779	6.4562	139.4841	6.395	16.9452	6.1368	46.1407	6.5305	95.1018	5.9731	48.8184	6.186
YBR107C	IML3	mitosis, chromosome segregation (putative)	13.1285	3.1332	10.2895	2.8955	6.3225	3.1252	7.2064	3.0833	11.6251	2.8262	9.3211	2.9659
YBR108W	YBR108W	unknown	57.4404	6.5877	42.518	6.3204	64.5515	6.6984	36.9695	6.6772	52.4256	6.0993	47.9307	6.3807
YBR109C	CMD1	signaling	210.8912	6.6322	116.2167	6.532	108.3037	6.7486	95.6038	6.8351	177.9504	6.1856	129.9939	6.423
YBR110W	ALG1	protein glycosylation	88.7754	7.0616	39.086	6.697	23.3017	6.8404	46.7823	7.1728	40.0615	6.4735	28.2363	6.8344
YBR111C	YSA1	unknown	107.3235	6.3365	63.3785	6.1564	67.3619	6.4153	53.9501	6.4709	104.9915	5.8969	129.6106	6.1704
YBR112C	CYC8	transcription	152.6832	7.5372	100.0155	7.3856	83.8009	7.6289	83.2302	7.7421	134.7056	7.0119	123.1482	7.2964
YBR113W	YBR113W	unknown	46.7975	5.5272	26.1039	5.2166	21.6247	5.4246	20.412	5.5083	34.4786	5.0971	27.4879	5.3616
YBR114W	RAD16	DNA repair, nucleotide excision	18.1891	6.469	13.3665	3.0034	15.649	5.9813	15.9261	6.15	22.7201	5.7402	19.3595	6.091
YBR115C	LYS2	lysine biosynthesis	46.9465	6.4859	38.6588	6.211	7.2778	3.4587	19.2489	6.4182	33.802	5.9722	18.7077	6.3725
YBR116C	YBR116C	unknown	218.6461	6.7945	139.6791	6.7185	125.7182	6.928	80.2322	6.969	108.0056	6.2898	96.1088	6.541
YBR117C	TKL2	pentose phosphate cycle	29.2357	5.6669	21.8213	5.3059	8.0538	2.8826	7.756	2.9623	14.5391	5.3664	27.3353	5.516
YBR118W	TEF2	protein synthesis	1415.4252	5.7112	1303.2235	5.683	356.9458	5.8335	774.9087	5.959	860.2459	5.4043	509.6222	5.7951
YBR119W	MUD1	mRNA splicing	4.4697	5.6419	2.5957	5.9342	6.1974	4.6852	5.4331	4.7615	9.8083	4.1674	10.1129	4.1687
YBR120C	CBP6	protein synthesis, COB	17.1704	3.899	11.5307	3.6988	12.8201	3.5801	9.4793	3.8316	13.8333	3.5619	10.224	3.757
YBR121C	GRS1	protein synthesis	178.2592	6.2625	135.9077	6.2051	28.645	6.1282	52.802	6.3689	121.5171	5.8188	68.3464	6.0144
YBR122C	MRPL36	protein synthesis	55.0865	6.0637	35.9266	5.7901	70.9565	6.192	110.9047	6.3474	177.2131	5.7231	135.2927	5.9527
YBR123C	TFC1	transcription	23.4567	6.6516	17.2203	6.1678	10.8379	3.2333	11.2636	3.3096	21.6758	6.0555	18.3089	6.4226
YBR124W	YBR124W	unknown	45.6665	6.3214	27.9523	5.9536	29.2436	6.2658	19.0378	6.2577	27.2791	5.8128	25.5852	6.1555
YBR125C	PTC4	unknown	49.8022	6.3425	29.5801	5.9868	29.81	6.2852	33.559	6.422	41.2522	5.8585	27.9842	6.1642
YBR126C	TPS1	trehalose metabolism	90.5424	5.5675	78.229	5.4752	165.4523	5.7373	62.9006	5.7326	87.7561	5.1793	191.8352	5.4991
YBR127C	VMA2	vacuolar acidification	777.1513	6.0862	434.423	6.0916	197.9855	6.2143	107.2854	6.2687	313.0689	5.6951	319.9486	6.0414
YBR128C	APG14	autophagy	12.8481	3.7625	4.1946	4.2678	2.1552	5.1643	3.4209	4.3212	4.5987	3.9105	3.5334	3.9098
YBR129C	OPY1	mating	68.0538	6.4766	29.068	6.0805	12.7635	3.1305	28.0393	6.4845	35.1156	5.9431	25.3147	6.2819
YBR130C	SHE3	cell polarity	50.3529	7.6171	42.7624	7.2794	28.26	7.4767	27.2064	7.6014	40.8862	7.0257	47.168	7.4036
YBR131W	CCZ1	calcium, caffeine, and zinc sensitivity	12.2358	3.9811	9.3665	3.7251	4.4963	4.3783	5.6004	4.0785	12.3566	3.5007	9.9643	3.6512
YBR132C	AGP2	transport	17.2269	6.633	12.5018	3.0895	50.9979	6.4021	25.4828	6.3346	19.4549	5.8891	24.5956	6.1574
YBR133C	HSL7	cell cycle	86.232	7.0299	63.5549	6.8228	37.5982	6.973	30.1584	7.0248	56.3314	6.4859	24.1581	6.8249
YBR134W	YBR134W	unknown	14.9695	4.5017	10.2742	4.2978	6.4008	4.7143	6.9577	4.5871	9.5779	4.2402	7.8611	4.3319
YBR135W	CKS1	cell cycle	35.0678	6.3571	21.6143	5.9492	10.1918	3.1727	13.24	3.1786	18.7331	5.9566	12.98	3.1903
YBR136W	MEC1	DNA repair and recombination	9.948	4.3338	8.5945	3.9843	6.3432	4.1966	9.095	3.9105	9.6184	3.8013	8.8316	3.8595
YBR137W	YBR137W	unknown	7.6147	3.581	9.4944	3.0576	13.7043	2.8983	12.6457	3.0003	14.1132	2.8713	19.5571	5.8882
YBR138C	HDR1	meiosis	NA	NA	NA	NA	NA	NA	7.5967	4.3706	16.51	3.812	8.7079	4.1637
YBR139W	YBR139W	unknown	64.9787	6.6146	45.5514	6.3578	147.8779	6.8306	40.4216	6.7165	66.0603	6.1396	67.1534	6.4075
YBR140C	IRA1	signaling, Ras pathway	36.3449	7.7076	28.3321	7.19	30.8459	7.5773	31.6475	7.7216	32.1239	7.081	29.2763	7.5021
YBR141C	YBR141C	unknown	24.667	6.3389	16.5404	5.9202	5.5746	3.5364	11.0169	3.1707	22.0114	5.7961	15.8134	6.1962
YBR142W	MAK5	mRNA splicing	61.8774	7.038	39.5431	6.7042	3.4736	4.6661	15.0059	3.4966	32.6815	6.4554	21.1135	6.8877
YBR143C	SUP45	protein synthesis	1270.5827	6.7293	626.9808	6.7378	165.1177	6.8546	285.0286	7.0131	504.6576	6.3228	270.2967	6.6157
YBR144C	YBR144C	unknown	13.7257	4.3983	9.0696	4.2442	10.9553	3.9951	8.8153	4.2235	11.1277	3.9914	10.3891	4.0651
YBR145W	ADH5	glycolysis	36.0312	5.5442	9.8661	2.761	13.9478	5.3409	9.4169	2.8193	11.1601	2.6952	9.2665	2.821
YBR146W	MRPS9	protein synthesis	105.2617	7.0139	85.6063	6.8709	85.8237	7.134	77.2545	7.2222	89.7756	6.5087	56.1104	6.7566
YBR147W	YBR147W	unknown	13.6434	3.8219	7.4782	3.8195	9.5148	3.5517	7.1396	3.8008	9.8407	3.5362	10.1975	3.5674
YBR148W	YSW1	unknown	NA	NA	1.9011	5.6951	0.5393	8.7489	NA	NA	NA	NA	5.255	4.0129
YBR149W	ARA1	arabinose metabolism	252.2601	6.5809	184.0692	6.5435	475.6992	6.7391	233.5192	6.8735	330.7446	6.1793	347.9632	6.5576
YBR150C	TBS1	drug resistance (putative)	51.3998	7.0407	26.4599	6.5787	22.134	6.8404	32.2864	7.0946	41.0684	6.4961	36.8066	6.8398
