# S. cerevisiae transcriptome, from Holstege et al., Cell 95:717-728, 1998.
#
# orf: the open reading frame
# expr: the expression level
# hl: half life
# tfreq: transcriptional frequency
orf	expr	hl	tfreq
YDR274C	NA	NA	NA
YDR275W	1.1	13	3
YDR276C	21.6	13	59.6
YDR278C	NA	NA	NA
YDR279W	0.2	12	0.7
YDR280W	1.9	12	6
YDR281C	1.1	15	2.8
YDR282C	0.4	16	1
YDR286C	0.7	15	1.6
YDR287W	0.4	18	1
YDR288W	0.4	22	0.8
YDR289C	0.6	30	0.7
YDR290W	NA	44	NA
YDR291W	0.8	NA	NA
YDR295C	0.1	17	0.3
YDR296W	0.8	18	1.7
YDR302W	1.7	11	5.8
YDR303C	0.4	12	1.4
YDR306C	0.6	16	1.2
YDR307W	0.7	21	1.1
YDR313C	0.1	NA	NA
YDR314C	NA	NA	NA
YDR315C	0.3	16	0.9
YDR316W	0.6	18	1.1
YDR317W	0.1	15	0.3
YDR319C	0.6	18	1
YDR320C	0.4	13	1.1
YDR324C	1.7	10	6.1
YDR325W	0.6	17	1.3
YDR326C	0.7	47	0.5
YDR327W	0.2	21	0.4
YDR330W	0.2	31	0.3
YDR332W	0.2	23	0.4
YDR333C	0.8	NA	NA
YDR334W	0.4	14	1.1
YDR336W	0.4	12	1.6
YDR338C	0.4	19	0.9
YDR339C	2.7	15	6.8
YDR340W	NA	NA	NA
YDR341C	8	11	27.1
YDR344C	NA	NA	NA
YDR346C	2.9	13	8.3
YDR348C	0.7	12	2
YDR352W	0.6	14	1.4
YDR355C	NA	NA	NA
YDR357C	1	19	2
YDR358W	0.4	50	0.3
YDR359C	0.1	NA	NA
YDR360W	NA	NA	NA
YDR361C	1.7	9	6.7
YDR365C	2	10	7.3
YDR366C	NA	21	NA
YDR367W	1.5	12	4.7
YDR370C	0.7	19	1.4
YDR371W	0.3	40	0.3
YDR372C	1.3	27	1.8
YDR373W	2.2	19	4.3
YDR374C	NA	25	NA
YDR378C	2.9	14	7.7
YDR380W	0.2	17	0.5
YDR383C	0.3	17	0.7
YDR384C	2	12	6.1
YDR386W	0.2	20	0.4
YDR387C	0.3	29	0.5
YDR391C	0.6	28	0.7
YDR396W	0.2	NA	NA
YDR398W	2.7	11	9.1
YDR400W	0.8	11	2.6
YDR401W	NA	NA	NA
YDR407C	0.8	19	1.5
YDR409W	0.1	17	0.4
YDR411C	1	29	1.3
YDR412W	1.9	11	6.7
YDR413C	NA	NA	NA
YDR415C	0.3	13	1.1
YDR417C	0.1	NA	NA
YDR421W	0.2	21	0.4
YDR425W	0.2	48	0.2
YDR426C	0.1	43	0
YDR428C	0.4	9	2
YDR430C	0.6	16	1.2
YDR431W	NA	31	NA
YDR433W	11.9	15	29.9
YDR434W	2.1	25	3.1
YDR435C	0.7	14	1.7
YDR437W	NA	NA	NA
YDR438W	0.3	18	0.6
YDR442W	NA	NA	NA
YDR444W	0.3	17	0.8
YDR445C	NA	22	NA
YDR449C	2.4	15	5.5
YDR451C	0.6	14	1.5
YDR452W	1.9	61	1.2
YDR453C	0.2	12	0.8
YDR455C	NA	NA	NA
YDR458C	0.4	35	0.5
YDR459C	1	15	2.4
YDR465C	2.7	10	9.6
YDR466W	0.6	15	1.3
YDR467C	0.4	28	0.6
YDR469W	0.6	21	1
YDR470C	0.4	13	1.1
YDR472W	0.9	13	2.5
YDR473C	0.4	14	1.3
YDR474C	0.6	18	1.1
YDR475C	NA	19	NA
YDR476C	0.9	15	2.1
YDR479C	0.8	26	1.1
YDR482C	0.3	10	1.4
YDR485C	0.3	21	0.6
YDR486C	0.7	32	0.9
YDR489W	0.4	15	1
YDR490C	0.6	26	0.8
YDR491C	0.1	NA	NA
YDR492W	3.7	13	10.4
YDR493W	0.7	11	2.3
YDR494W	1	16	2.4
YDR496C	2.9	12	9.2
YDR499W	0.3	18	0.6
YDR501W	0.1	NA	NA
YDR504C	1.8	29	2.3
YDR506C	0.3	13	1
YDR509W	NA	17	NA
YDR511W	0.8	15	1.8
YDR512C	1.5	13	4.1
YDR514C	0.9	15	2.3
YDR516C	1.1	20	2
YDR517W	0.9	11	2.9
YDR520C	0.4	20	0.8
YDR521W	NA	39	NA
YDR524C	0.6	23	0.9
YDR525W	NA	NA	NA
YDR526C	NA	13	NA
YDR527W	0.7	11	2.2
YDR528W	0.4	14	1.2
YDR531W	2.2	12	7
YDR532C	NA	19	NA
YDR533C	2.6	15	6.5
YDR534C	0.6	NA	NA
YDR535C	NA	NA	NA
YDR537C	NA	NA	NA
YDR539W	0.8	12	2.6
YDR540C	NA	NA	NA
YDR541C	0.2	NA	NA
YDR542C	1.7	NA	NA
YDR543C	0.2	NA	NA
YDR544C	NA	NA	NA
YDR545W	5.5	14	14.1
YEL004W	0.3	15	0.9
YLR249W	26.4	11	87.7
YNL014W	0.1	14	0.4
YEL001C	3.5	13	10
YEL005C	0.1	18	0.3
YEL006W	0.9	13	2.4
YEL007W	1.7	10	6
YEL008W	NA	25	NA
YEL010W	NA	NA	NA
YEL014C	0.1	NA	NA
YEL015W	1	15	2.5
YEL016C	0.3	13	0.9
YEL017CA	21.8	14.5	55.6
YEL017W	0.6	NA	NA
YEL018W	0.7	13	2.1
YEL020C	0.7	16	1.4
YEL023C	0.2	10	0.9
YEL025C	0.4	15	1.2
YEL026W	17.2	15	41.9
YEL028W	0.2	NA	NA
YEL029C	0.3	NA	NA
YEL033W	0.2	NA	NA
YEL041W	NA	27	NA
YEL043W	0.9	18	1.9
YEL044W	2	11	7.2
YEL045C	NA	29	NA
YEL047C	1.2	16	2.9
YEL048C	0.4	NA	NA
YEL057C	0.2	11	0.6
YEL059W	NA	NA	NA
YEL064C	0.4	15	1
YEL065W	1.5	29	1.9
YEL067C	NA	13	NA
YEL068C	0.3	10	1.1
YEL070W	0.1	NA	NA
YEL071W	1.6	21	2.8
YEL072W	0.2	32	0.2
YEL073C	NA	NA	NA
YEL074W	NA	NA	NA
YEL075C	0.3	18	0.7
YEL076C	0.3	12	1.2
YEL076C	0.3	16	1
YEL076W	0.1	NA	NA
YEL077C	4.2	13	11.4
YER002W	3.4	18	6.8
YER004W	2.2	NA	NA
YER005W	1.1	14	2.8
YER006W	2.6	13	7.2
YER007C	3.3	12	10
YER010C	0.8	15	2
YER018C	0.2	NA	NA
YER019W	1.1	14	2.8
YER024W	0.6	17	1.2
YER028C	0.4	14	1.1
YER030W	4.3	13	11.8
YER033C	NA	30	NA
YER034W	0.4	13	1.2
YER035W	1.2	30	1.5
YER036C	5.6	14	15.1
YER037W	0.3	40	0.3
YER038C	0.1	NA	NA
YER041W	0.3	NA	NA
YER044C	2.1	22	3.5
YER045C	0.6	19	1.1
YER046W	0.7	13	2
YER049W	3.6	12	10.9
YER050C	2.4	21	4.1
YER051W	0.2	NA	NA
YER053C	1.1	41	1
YER063W	1.2	17	2.9
YER064C	1.5	19	2.9
YER066C	0.1	NA	NA
YER066W	0.6	NA	NA
YER067W	0.3	25	0.5
YER071C	0.8	NA	NA
YER072W	3.1	11	10.1
YER073W	2.1	11	7.2
YER076C	0.6	14	1.5
YER077C	0.3	44	0.3
YER078C	0.3	14	1
YER079W	0.7	19	1.3
YER080W	1.1	15	2.9
YER081W	0.6	NA	NA
YER082C	1.1	15	2.7
YER083C	1.9	18	4
YER084W	0.3	29	0.4
YER085C	NA	16	NA
YER087W	0.9	10	3.5
YER092W	1	17	2.2
YER093C	0.4	15	1
YER093C	0.3	15	0.9
YER097W	0.1	NA	NA
YER104W	0.2	18	0.5
YER106W	NA	14	NA
YER109C	0.1	16	0.3
YER113C	1	14	2.8
YER116C	0.2	NA	NA
YER119C	0.4	20	0.9
YER119C	NA	45	NA
YER121W	0.1	17	0.3
YER124C	2	10	7.7
YER126C	3.4	10	12
YER128W	0.3	11	1.1
YER130C	0.9	17	2
YER134C	1.2	21	2.2
YER135C	0.1	19	0.1
YER137C	0.3	9	1.5
YER138C	7.3	15	17.5
YER139C	0.2	16	0.4
YER140W	0.3	21	0.6
YER146W	2.9	9	11.9
YER147C	0.4	14	1.2
YER150W	0.3	NA	NA
YER152C	1.5	14	3.9
YER156C	1.6	12	4.6
YER157W	0.6	23	0.9
YER158C	0.2	16	0.6
YER160C	10	15	23.6
YER163C	1.3	18	2.6
YER166W	0.4	15	1.2
YER169W	0.8	16	1.8
YER174C	2	13	5.8
YER175C	0.3	20	0.6
YER181C	NA	NA	NA
YER182W	0.7	24	0.9
YER183C	1.3	21	2.3
YER184C	0.1	39	0.1
YER185W	0.2	25	0.4
YER186C	0.9	11	3.1
YER187W	NA	14	NA
YER188W	0.2	9	0.7
YER189W	0.3	13	0.9
YER190W	5.9	15	14.9
YKL065C	4.4	28	5.8
YDL120W	0.8	25	1.2
YFL004W	0.7	15	1.7
YFL006W	1.9	19	3.7
YFL007W	0.7	16	1.5
YFL010C	3.5	24	5.4
YFL012W	NA	37	NA
YFL013C	0.7	21	1.1
YFL013WA	NA	NA	NA
YFL015C	NA	NA	NA
YFL017C	1.7	10	6
YFL019C	NA	15	NA
YFL023W	0.8	12	2.6
YFL024C	0.7	16	1.7
YFL027C	0.9	14	2.4
YFL030W	NA	11	NA
YFL032W	NA	18	NA
YFL034W	0.3	19	0.7
YFL035CA	0.4	16	1
YFL035CB	7.3	16	16.6
YFL040W	NA	NA	NA
YFL042C	0.2	23	0.4
YFL043C	0.6	NA	NA
YFL044C	0.6	21	1
YFL046W	0.8	15	2
YFL047W	0.6	30	0.7
YFL049W	0.4	32	0.5
YFL051C	NA	NA	NA
YFL052W	NA	NA	NA
YFL054C	0.4	22	0.7
YFL056C	0.1	20	0.3
YFL057C	1.8	24	2.8
YFL061W	NA	NA	NA
YFL063W	NA	NA	NA
YFL064C	0.3	17	0.6
YFL065C	0.3	17	0.7
YFL066C	1.1	13	3.3
YFL067W	NA	NA	NA
YFL068W	NA	NA	NA
YFR001W	2.1	11	7.2
YFR003C	0.6	32	0.6
YFR005C	0.7	13	2
YFR006W	2.2	16	5.2
YFR007W	0.3	19	0.6
YFR008W	0.2	12	0.7
YFR010W	1.7	24	2.6
YFR011C	1.3	13	4
YFR012W	NA	43	NA
YFR013W	0.3	12	1.1
YFR016C	0.3	16	0.8
YFR017C	0.2	28	0.3
YFR018C	0.8	9	3.2
YFR020W	0.3	NA	NA
YFR021W	0.3	16	0.7
YFR022W	0.2	23	0.4
YFR024C	3	15	7.4
YFR024CA	2.4	14	6.2
YFR026C	0.2	16	0.6
YFR027W	NA	13	NA
YFR031CA	56	12	172.1
YFR032C	NA	NA	NA
YFR035C	0.1	13	0.3
YFR038W	0.4	9	1.8
YFR039C	0.8	27	1.1
YFR041C	0.7	22	1.2
YFR042W	0.7	22	1.1
YFR043C	0.4	14	1.4
YFR044C	6.5	19	12.7
YFR045W	0.2	19	0.5
YFR046C	NA	19	NA
YFR047C	1.6	14	4.1
YFR048W	0.8	24	1.3
YFR054C	NA	NA	NA
YFR055W	1.3	15	3.5
YFR056C	NA	NA	NA
YFR057W	NA	45	NA
YGL001C	2.6	12	7.9
YGL002W	1.1	19	2.3
YGL004C	0.6	17	1.3
YGL005C	0.7	15	1.6
YGL007W	NA	NA	NA
YGL010W	0.7	NA	NA
YGL014W	0.7	19	1.3
YGL015C	NA	18	NA
YGL020C	3.1	14	8.4
YGL023C	1	14	2.7
YGL024W	NA	29	NA
YGL028C	3.9	7	19.9
YGL029W	3.6	10	13.8
YGL034C	NA	NA	NA
YGL036W	0.8	35	0.8
YGL037C	6.5	52	4.6
YGL039W	0.8	14	2.3
YGL041C	0.2	15	0.5
YGL042C	0.2	17	0.5
YGL045W	0.2	28	0.3
YGL046W	NA	NA	NA
YGL047W	0.4	19	0.9
YGL050W	0.7	13	1.8
YGL051W	0.2	NA	NA
YGL052W	0.1	25	0.1
YGL053W	0.2	NA	NA
YGL054C	6.4	13	17.7
YGL056C	1	13	2.7
YGL057C	0.2	13	0.7
YGL059W	0.1	NA	NA
YGL060W	0.6	15	1.4
YGL064C	0.3	13	0.9
YGL066W	0.2	NA	NA
YGL067W	0.7	19	1.3
YGL068W	2.5	12	7.8
YGL069C	NA	NA	NA
YGL072C	0.3	26	0.4
YGL074C	NA	NA	NA
YGL075C	0.1	11	0.5
YGL079W	1	15	2.3
YGL080W	3.5	18	7.3
YGL081W	0.1	12	0.5
YGL082W	1.1	18	2.3
YGL084C	0.9	16	2.1
YGL085W	0.6	15	1.5
YGL088W	0.4	18	1
YGL090W	NA	20	NA
YGL093W	0.4	20	0.8
YGL096W	0.2	18	0.4
YGL098W	0.2	24	0.4
YGL099W	1.3	11	4.6
YGL101W	1	14	2.7
YGL102C	0.3	NA	NA
YGL104C	0.4	27	0.6
YGL107C	0.8	19	1.6
YGL108C	0.4	16	1.2
YGL109W	NA	10	NA
YGL110C	0.6	NA	NA
YGL111W	1	13	2.8
YGL113W	0.4	15	1
YGL114W	1.1	14	3.1
YGL117W	0.4	16	0.9
YGL118C	NA	NA	NA
YGL121C	0.4	15	1
YGL124C	0.3	23	0.6
YGL128C	0.3	13	0.9
YGL129C	0.8	17	1.7
YGL131C	0.3	30	0.4
YGL132W	NA	NA	NA
YGL133W	0.4	24	0.7
YGL136C	0.3	NA	NA
YGL138C	NA	17	NA
YGL139W	0.9	12	2.8
YGL140C	0.6	26	0.8
YGL141W	0.6	NA	NA
YGL144C	0.2	15	0.4
YGL146C	0.1	NA	NA
YGL149W	NA	NA	NA
YGL150C	0.8	17	1.6
YGL152C	NA	NA	NA
YGL157W	3	19	6
YGL159W	0.9	13	2.6
YGL160W	0.2	NA	NA
YGL161C	5.4	23	8.8
YGL164C	0.7	14	1.8
YGL165C	NA	NA	NA
YGL168W	0.3	19	0.8
YGL170C	NA	11	NA
YGL174W	0.3	17	0.7
YGL176C	0.2	NA	NA
YGL177W	NA	NA	NA
YGL179C	0.3	15	0.8
YGL182C	NA	18	NA
YGL183C	NA	NA	NA
YGL184C	NA	14	NA
YGL185C	0.4	16	0.9
YGL186C	2.4	11	8.1
YGL188C	0.4	28	0.6
YGL193C	0.7	34	0.8
YGL196W	0.9	12	2.6
YGL198W	2.7	17	6
YGL199C	0.2	20	0.5
YGL204C	0.6	10	2.2
YGL211W	0.6	23	1
YGL214W	0.1	NA	NA
YGL217C	NA	19	NA
YGL218W	NA	21	NA
YGL219C	0.6	23	1
YGL220W	8.3	14	21.7
YGL222C	NA	20	NA
YGL223C	0.6	26	0.8
YGL224C	0.9	25	1.4
YGL226W	0.7	15	1.7
YGL230C	NA	11	NA
YGL231C	3.9	18	8.1
YGL232W	1.6	11	5.5
YGL235W	NA	NA	NA
YGL236C	0.3	15	0.9
YGL239C	NA	16	NA
YGL241W	0.4	18	0.9
YGL242C	2.1	15	5.3
YGL243W	0.6	12	1.7
YGL245W	9.8	23	15.6
YGL246C	0.9	16	2.1
YGL247W	1	30	1.2
YGL250W	0.3	25	0.4
YGL257C	1	11	3.5
YGL258W	NA	NA	NA
YGL260W	NA	NA	NA
YGL261C	0.9	29	1.2
YGL262W	NA	NA	NA
YNL160W	14.3	24	22.5
YGR001C	1	12.5	2.9
YGR002C	0.4	27	0.6
YGR003W	0.4	16	1
YGR004W	0.4	11	1.6
YGR010W	0.4	12	1.4
YGR011W	0.4	14	1.1
YGR012W	0.6	14	1.4
YGR015C	0.3	14	0.7
YGR016W	0.1	NA	NA
YGR017W	0.8	11	2.8
YGR018C	NA	NA	NA
YGR021W	0.3	11	1
YGR022C	NA	NA	NA
YGR023W	NA	NA	NA
YGR024C	2.7	20	5.1
YGR025W	0.2	19	0.4
YGR026W	4	35	4.3
YGR030C	0.6	16	1.4
YGR031W	0.7	11	2.3
YGR033C	1.7	16	3.8
YGR035C	1	27	1.4
YGR039W	NA	NA	NA
YGR042W	0.3	30	0.4
YGR043C	0.1	19	0.2
YGR045C	0.1	20	0.3
YGR046W	0.4	NA	NA
YGR050C	0.3	NA	NA
YGR051C	NA	NA	NA
YGR052W	NA	23	NA
YGR053C	NA	21	NA
YGR054W	1.5	15	3.7
YGR058W	0.2	14	0.6
YGR064W	0.2	24	0.4
YGR065C	0.7	17	1.6
YGR066C	NA	NA	NA
YGR067C	NA	21	NA
YGR068C	0.2	NA	NA
YGR069W	NA	NA	NA
YGR071C	0.6	NA	NA
YGR073C	0.7	16	1.6
YGR079W	2.2	12	6.7
YGR081C	1	11	3.6
YGR086C	4.4	12	13.1
YGR089W	0.4	NA	NA
YGR090W	2.6	11	9.1
YGR093W	0.9	12	2.7
YGR095C	2.2	14	6
YGR096W	0.2	14	0.6
YGR101W	1.2	14	3.4
YGR102C	1.1	23	1.8
YGR103W	3.4	9	14.4
YGR106C	8.2	17	18.4
YGR107W	NA	17	NA
YGR110W	0.2	22	0.3
YGR111W	0.7	24	1
YGR114C	0.1	38	0.1
YGR115C	NA	NA	NA
YGR117C	0.7	11	2
YGR120C	0.2	14	0.6
YGR122W	0.3	NA	NA
YGR125W	0.8	16	1.8
YGR126W	0.1	15	0.3
YGR127W	0.3	112	0.1
YGR128C	1.2	8	5.6
YGR130C	0.4	25	0.7
YGR131W	0.1	15	0.4
YGR134W	0.2	17	0.5
YGR136W	1.9	27	2.6
YGR137W	2.1	29	2.7
YGR138C	0.9	13	2.6
YGR139W	NA	NA	NA
YGR141W	0.8	24	1.2
YGR142W	0.3	NA	NA
YGR145W	1.1	8	5.2
YGR146C	1.2	NA	NA
YGR149W	1.1	41	1
YGR150C	0.2	13	0.5
YGR151C	3.4	13.5	9.4
YGR153W	0.2	16	0.4
YGR154C	0.3	15	1
YGR156W	0.3	25	0.5
YGR160W	0.2	NA	NA
YGR161C	0.4	NA	NA
YGR163W	0.7	15	1.6
YGR164W	NA	NA	NA
YGR165W	1.1	15	2.8
YGR168C	0.4	NA	NA
YGR169C	0.3	10	1.3
YGR173W	1.7	15	4.1
YGR176W	NA	NA	NA
YGR179C	0.2	16	0.6
YGR181W	4	11	13.3
YGR182C	2.4	26	3.4
YGR189C	6.2	14	16.4
YGR190C	NA	38	NA
YGR196C	0.3	NA	NA
YGR198W	0.4	17	1
YGR200C	2.8	10	10.3
YGR201C	0.3	16	0.8
YGR203W	NA	13	NA
YGR205W	0.1	16	0.3
YGR206W	0.9	9	3.9
YGR210C	3	16	7.1
YGR211W	2.1	23	3.5
YGR212W	0.1	NA	NA
YGR215W	0.4	28	0.6
YGR219W	0.2	21	0.5
YGR221C	NA	NA	NA
YGR223C	0.7	22	1.1
YGR224W	NA	23	NA
YGR225W	NA	NA	NA
YGR226C	NA	NA	NA
YGR228W	0.7	14	1.8
YGR230W	0.8	17	1.6
YGR232W	1.7	22	2.8
YGR235C	2.5	24	3.8
YGR236C	NA	NA	NA
YGR237C	0.3	18	0.8
YGR239C	0.2	15	0.5
YGR242W	NA	NA	NA
YGR243W	0.4	NA	NA
YGR245C	1.7	9	7
YGR247W	0.4	NA	NA
YGR250C	0.4	NA	NA
YGR251W	0.8	10	2.9
YGR257C	1.3	15	3.4
YGR259C	NA	NA	NA
YGR260W	2.5	9	10.7
YGR262C	0.9	13	2.5
YGR263C	0.8	12	2.4
YGR265W	NA	NA	NA
YGR266W	0.8	19	1.5
YGR268C	0.6	19	1
YGR269W	NA	NA	NA
YGR271W	0.3	NA	NA
YGR272C	1.8	10	6.4
YGR273C	NA	NA	NA
YGR275W	1.3	23	2.2
YGR277C	1.6	14	4.1
YGR278W	0.2	14	0.5
YGR279C	14	17	30.9
YGR280C	1.9	8	9.2
YGR283C	1.5	12	4.6
YGR284C	3.4	67	1.8
YGR287C	0.1	14	0.4
YGR290W	NA	NA	NA
YGR291C	NA	NA	NA
YGR293C	NA	15	NA
YGR294W	3.1	55	2.1
YGR296W	6.2	15	15.4
YGR234W	8.8	6	56.3
YLR298C	0.9	29	1.2
YJL059W	NA	22	NA
YHL002W	0.7	17	1.5
YHL005C	NA	20	NA
YHL006C	0.2	11	0.9
YHL008C	0.8	24	1.2
YHL010C	0.3	15	0.7
YHL012W	0.1	16	0.2
YHL013C	1.2	10	4.7
YHL017W	1.2	18	2.6
YHL018W	NA	NA	NA
YHL021C	0.6	98	0.2
YHL023C	0.6	14	1.4
YHL024W	0.1	NA	NA
YHL026C	0.8	13	2.3
YHL029C	0.8	15	1.8
YHL035C	0.6	20	1.1
YHL037C	NA	16	NA
YHL039W	1.3	12	3.9
YHL040C	1	30	1.2
YHL041W	NA	29	NA
YHL042W	0.1	15	0.2
YHL044W	0.2	14	0.7
YHL045W	NA	NA	NA
YHL046C	1	23	1.6
YHL047C	0.8	19	1.7
YHL049C	1.3	12	4
YHL050C	4.3	12.5	12.1
YDL198C	2.5	14	6.5
YMR241W	4	11	13.1
YHR001W	1.1	15	2.8
YHR002W	0.4	18	1
YHR003C	0.8	11	2.6
YHR004C	0.2	40	0.2
YHR009C	0.9	17	1.9
YHR011W	0.2	NA	NA
YHR020W	7.4	12	22.6
YHR022C	0.2	10	0.8
YHR029C	0.6	11	2.1
YHR031C	0.4	11	1.6
YHR032W	1.2	13	3.6
YHR033W	0.3	18	0.6
YHR034C	0.4	11	1.6
YHR035W	0.1	14	0.3
YHR036W	0.4	12	1.6
YHR039C	1.3	15	3.2
YHR040W	0.6	9	2.5
YHR045W	3.4	13	9.6
YHR046C	0.8	14	2.2
YHR048W	0.1	17	0.3
YHR049C	0.6	24	0.9
YHR049W	4.7	39	4.5
YHR052W	2.5	10	9.1
YHR054C	0.7	22	1.2
YHR056C	1.1	17	2.3
YHR059W	0.6	15	1.3
YHR063C	1.9	14	5.2
YHR067W	0.2	18	0.5
YHR070W	2.4	13	7
YHR073W	0.8	19	1.4
YHR074W	0.9	28	1.2
YHR075C	0.3	42	0.3
YHR076W	1.1	15	2.9
YHR078W	0.4	14	1.3
YHR080C	0.8	NA	NA
YHR081W	1.5	12	4.3
YHR083W	1.1	16	2.6
YHR085W	1.5	8	7.1
YHR087W	1.1	24	1.7
YHR088W	1.5	12	4.3
YHR095W	NA	NA	NA
YHR097C	0.3	19.5	0.8
YHR098C	1.5	16	3.5
YHR100C	0.2	14	0.7
YHR105W	0.2	13	0.7
YHR108W	1.1	17	2.4
YHR109W	NA	NA	NA
YHR110W	0.9	15	2.3
YHR111W	0.7	17	1.5
YHR112C	0.8	23	1.2
YHR113W	0.8	15	2
YHR114W	0.6	36	0.5
YHR115C	0.9	14	2.5
YHR116W	0.4	12	1.2
YHR121W	2.8	12	8.3
YHR122W	0.8	20	1.4
YHR125W	NA	41	NA
YHR126C	NA	10	NA
YHR130C	0.8	15	2.1
YHR131C	0.8	12	2.3
YHR133C	6.3	11	20.3
YHR134W	0.4	18	0.9
YHR138C	1.6	24	2.5
YHR139C	NA	NA	NA
YHR140W	NA	20	NA
YHR142W	1.7	21	3.1
YHR143W	6.8	9	29
YHR145C	NA	22	NA
YHR146W	2	22	3.4
YHR148W	1.1	10	4.1
YHR149C	0.6	11	2
YHR150W	0.3	14	0.8
YHR151C	0.3	15	0.8
YHR155W	0.2	53	0.2
YHR156C	0.2	41	0.2
YHR159W	NA	38	NA
YHR160C	NA	17	NA
YHR162W	13.7	14	36.6
YHR167W	0.7	17	1.4
YHR168W	0.3	38	0.3
YHR171W	0.2	23	0.4
YHR173C	0.1	24	0.2
YHR176W	0.1	15	0.4
YHR177W	NA	16	NA
YHR180W	NA	NA	NA
YHR181W	2	14	5.1
YHR182W	0.6	NA	NA
YHR185C	NA	25	NA
YHR186C	0.3	21	0.6
YHR188C	1.9	15	4.6
YHR189W	NA	NA	NA
YHR192W	1.2	16	2.8
YHR194W	0.7	22	1.1
YHR195W	1.1	18	2.3
YHR196W	2.4	12	7.6
YHR197W	1.9	12	6.2
YHR198C	0.3	13	0.8
YHR199C	1.1	33	1.3
YHR202W	0.6	11	1.8
YHR204W	0.4	15	1.2
YHR207C	0.7	14	1.7
YHR209W	0.4	NA	NA
YHR210C	NA	12	NA
YHR212C	0.2	NA	NA
YHR213W	0.1	NA	NA
YHR214C	9.4	14.5	23.4
YHR214W	0.6	14	1.4
YHR214W	0.9	NA	NA
YHR217C	NA	25.5	NA
YHR218W	0.8	22	2.5
YHR219W	6.1	15	15.4
YIL001W	0.4	15	1.2
YIL003W	0.2	12	0.8
YIL005W	0.4	12	1.3
YIL006W	NA	NA	NA
YIL007C	0.7	19	1.2
YIL008W	3.9	13	11.2
YIL011W	3.9	15	9.5
YIL012W	NA	26	NA
YIL014W	0.7	11	2.4
YIL015CA	0.4	NA	NA
YIL017C	NA	17	NA
YIL019W	0.8	10	2.9
YIL023C	1.2	22	2
YIL024C	0.3	24	0.6
YIL025C	NA	NA	NA
YIL027C	2.1	15	5.3
YIL028W	0.1	56	0.1
YIL029C	0.1	NA	NA
YIL032C	NA	NA	NA
YIL036W	0.7	25	0.9
YIL037C	NA	NA	NA
YIL039W	1.7	12	5.2
YIL040W	3.5	15	8.8
YIL041W	4.5	27	6.1
YIL042C	0.3	22	0.7
YIL044C	0.8	16	1.9
YIL054W	0.1	46	0.1
YIL055C	0.1	26	0.2
YIL056W	0.3	NA	NA
YIL057C	NA	NA	NA
YIL058W	NA	NA	NA
YIL059C	0.9	14	2.4
YIL060W	NA	37	NA
YIL064W	1	8	4.5
YIL065C	1.1	11	3.8
YIL067C	0.6	NA	NA
YIL071C	0.1	35	0.1
YIL073C	0.1	NA	NA
YIL074C	1.2	14	3.1
YIL077C	0.3	27	0.5
YIL079C	0.9	10	3.4
YIL080W	0.7	16	1.5
YIL082W	0.1	15	0.2
YIL082WA	0.3	15	0.9
YIL083C	1.8	12	5.4
YIL086C	NA	44	NA
YIL087C	0.3	18	0.7
YIL088C	1.3	19	2.6
YIL089W	NA	NA	NA
YIL090W	1.5	12	4.4
YIL091C	0.9	12	2.6
YIL092W	0.1	NA	NA
YIL093C	0.4	16	1.2
YIL096C	1	9	4.2
YIL097W	0.1	NA	NA
YIL100W	NA	14	NA
YIL102C	NA	NA	NA
YIL103W	0.9	13	2.5
YIL104C	0.9	12	2.8
YIL105C	0.9	23	1.4
YIL108W	0.8	37	0.8
YIL110W	1	12	2.9
YIL112W	0.4	19	0.8
YIL113W	NA	32	NA
YIL117C	0.4	NA	NA
YIL120W	0.1	11	0.4
YIL121W	0.8	10	2.8
YIL122W	NA	15	NA
YIL124W	1.6	33	1.8
YIL127C	1.7	11	5.7
YIL129C	2	43	1.7
YIL130W	0.8	15	2.1
YIL132C	NA	18	NA
YIL135C	0.8	21	1.4
YIL137C	0.4	15	1.2
YIL141W	0.3	14	0.9
YIL145C	1.6	18	3.2
YIL149C	0.7	22	1.1
YIL151C	0.6	33	0.6
YIL152W	0.9	12	2.8
YIL154C	1.3	24	2
YIL157C	2.5	15	6
YIL158W	2.7	23	4.3
YIL161W	0.6	18	1.2
YIL163C	NA	NA	NA
YIL165C	0.6	21	1
YIL166C	0.2	20	0.4
YIL168W	0.1	17	0.3
YIL169C	0.6	27	0.8
YIL170W	NA	16	NA
YIL172C	0.2	14	0.4
YIL173W	0.2	12	0.6
YIL175W	NA	NA	NA
YIL176C	1.8	19	3.5
YIL177C	1.8	12.5	5
YMR152W	0.8	16	1.8
YMR151W	NA	17	NA
YGR172C	1.9	19	3.6
YNL044W	5.5	14	14.3
YIR001C	0.4	16	1
YIR002C	0.6	18	1.1
YIR003W	0.6	35	0.6
YIR005W	0.4	11	1.5
YIR007W	0.4	NA	NA
YIR010W	0.3	15	0.9
YIR013C	NA	NA	NA
YIR014W	NA	NA	NA
YIR015W	NA	20	NA
YIR016W	1.2	22	2.1
YIR020C	0.1	14	0.4
YIR025W	0.2	15	0.5
YIR035C	1.9	14	5.2
YIR036C	0.6	24	0.9
YIR038C	1.7	43	1.4
YIR040C	NA	NA	NA
YIR041W	0.8	25	1.1
YIR042C	0.1	15	0.3
YIR043C	0.6	25	0.8
YIR044C	2.7	16	6.4
