orf	expr.no.pheromone	expr.with.pheromone
YGR212W	6.84	4.95
YKL094W	14.5	12.36
YLR016c	5.34	4.51
YLR027c	507.65	380.06
YKL146W	74.16	45.05
YCR092c	26.07	8.47
YDR230W	0.57	1.35
YDR383C	1.03	1.23
YDR289C	3.49	4.73
YHR037w	87.31	65.41
YMR084W	2.81	1.31
YMR129W	16.91	7.83
YGR146C	24.14	28.13
YFR007W	3.42	3.17
YHR062C	8.08	7.38
YHR066w	31.31	36.66
YKL056C	1501.82	1021.87
YLR076c	636.67	297.72
YLR160C	154.28	162.94
YKL062W	24.12	18.87
YNL158W	5.24	6.69
YDR220C	0.4	0.6
YDR302W	29.57	20.34
YDR372C	79.66	84.68
YDR330W	6.82	9.93
YPL158C	7.91	9.2
YOR188W	28.26	35.57
YGL211W	14.23	12.85
YBR277c	0.47	0.65
YHR088W	15.2	11.05
YHR024c	85.69	67.5
YKL043W	87.23	144
YLR073c	13.78	22.16
YLR116w	55.79	54.58
YKL034W	34.93	20.03
YIL075C	513.46	375.01
YDR417C	647.39	532.93
YDR486C	6.68	7.12
YDR438W	13.16	6.67
YNL193W	10.57	10.21
YPL174C	5.02	4.63
YNL091W	17.03	19.95
YGR181W	1.43	4.93
YFR034C	17.91	8.01
YHR192W	4.42	4.13
YHR177W	13.8	8.49
YKL009W	47.37	60.13
YLR167W	545.94	256.18
YLR226W	19.01	15.79
YKR056W	36.9	32.66
YNL107W	2.53	3.66
YDR355C	1.49	3.17
YDR487C	63.5	63.49
YDR541C	10.67	8.12
YDR488C	10.73	5.44
YPR008W	21.88	13.84
YPR010C	213.44	89.87
YGL188C	6.41	6.01
YCL066w	0.4	0.52
YHR195W	8.44	6.23
YHR183w	1182.23	716.69
YKL006W	494.08	444.92
YLR185W	71.13	43.05
YLR213C	1.54	2.86
YKR090W	14.34	8.59
YER032w	9.74	11.11
YGR035C	0.38	0.68
YOL149W	2.35	5.27
YOL136C	88.13	60.14
YNR030W	47.66	54.7
YHR139C-A	0.38	2.09
YOR296W	2.55	8.42
YGR248W	0.38	1
YMR273C	69.66	68.65
YGR040W	20	30.61
YJL003W	2.45	3.46
YFL002C	64.75	31.56
YKL218C	6.04	5.73
YIL150C	12.22	7.91
YMR326C	0.89	0.99
YNL317W	8.69	8.58
YDL235c	4.67	7.86
YDL198C	233.39	209.25
YDL161w	10.22	11.31
YHR001W-A	2.2	4.35
YLR223C	11.12	8.39
YPL085W	0.91	4.05
YGR242W	7.44	13.13
YFR055W	129.68	65.34
YFL021W	112.12	77.33
YJR049C	26.62	34.18
YKL208W	23.24	9.33
YJL163C	9.23	8.23
YJL212C	72.14	21.34
YMR318C	173.31	169.31
YDL123w	20.77	31.05
YDL191W	211.76	401.4
YDL133w	24.25	25.58
YDL153c	17.93	35.47
YMR275C	30.8	13.12
YJR138W	66.53	27.89
YHR013c	8.68	16.41
YBR070c	35.82	16.84
YGR122W	10.31	6.67
YJR038C	2.52	3.5
YGL186C	63.82	30.69
YKL128C	24.03	22.22
YJL186W	136.75	139.16
YNL296W	6.14	8.43
YNL254C	55.88	30.76
YDL165W	4.14	6.15
YDL052C	53.07	44.97
YDR004W	8.47	6.66
YDR228C	37.62	27.42
YMR218C	0.83	2.97
YML073C	1008.85	895.59
YGR273C	0.51	0.67
YGL091C	7.78	5.58
YGL112C	44.74	37.72
YJR078W	8.93	5.82
YKR006C	3.86	3.26
YKL201C	14.99	13.99
YJL141C	17.96	15.4
YNL307C	266.3	216.44
YDR095C	0.46	0.59
YDL076c	9.27	9.98
YDL029W	96.2	122.68
YDR085C	3.39	107.75
YNL236W	27.49	17.29
YLL021w	54	36.54
YHR071W	49.2	42.81
YDL043C	6.28	6.74
YGR225W	0.62	0.64
YJR085C	5.71	5.53
YGL110C	9.54	9.49
YKR062W	18.54	19.71
YJL008C	159.93	192.2
YNL244C	38.81	54.99
YNL223W	5.04	3.52
YDR024w	1.44	0.56
YDR075W	18.73	17.39
YDR219C	7.29	6.41
YDR380W	65.99	15.91
YNL163C	13.13	9.07
YML024W	897.08	951.13
YHL043W	1.72	1.27
YCR090c	3.64	3.7
YGR043C	0.68	0.54
YGR119C	22.6	22.48
YJR136C	4.53	4.23
YKR055W	17.65	15.21
YKR016W	17.69	25.9
YJL051W	11.7	9.47
YNL264C	22.48	11.88
YDR225W	356.54	74.88
YDR116C	17.57	25.32
YDR165W	69.76	47.98
YDR341C	591.24	487.62
YNR011C	11	7.76
YML103C	81.98	34.22
YHR143W-A	8.54	7.09
YER004w	80.54	53.39
YHL014c	4.26	1.83
YJR162C	8.36	3.46
YGR023W	11.34	8.31
YKR104w	3.5	2.67
YJR103W	24.85	17.11
YNL179C	9.09	11.77
YNL169C	78.58	83.58
YDR179C	0.4	0.52
YDR288W	4.55	4.79
YDR363W	8.16	8.39
YDR456W	89.49	50.26
YOL084W	0.42	1.15
YMR086C-a	3.91	2.99
YHR026w	247.49	134.86
YCR101c	4.46	3.47
YGR154C	4.88	2.52
YGR260W	349.66	139.29
YKL081W	2693.38	1982.91
YLL038c	1725.74	879.48
YLL011w	31.06	33.42
YKL188C	3.22	1.76
YNL191W	3.67	5.26
YDR442W	3.21	5.77
YDR315C	0.4	0.7
YDR300C	47.04	40.43
YHL010C	6.54	6.28
YOR058C	17.42	11.31
YNL297C	406.36	192.19
YHR167W	3.33	3.07
YER102w	1409.53	1652.46
YHR076W	10.73	6.03
YKL058W	18.7	15.31
YGR124W	848.34	492.47
YLR100w	114.13	113.91
YKL088W	25.98	24.92
YNL146W	0.68	1.34
YNL130C	95.24	70.64
YDR396W	6.25	6.15
YDR460W	4.6	5.28
YDR524C	50.3	42.75
YML046W	50.34	73.01
YOR109W	7.14	6.63
YMR173W-a	38.23	121.12
YHR087W	0.64	0.75
YEL066w	5.71	4.66
YHL009C	1.22	0.78
YHR050w	78.09	28.92
YKL045W	9.77	3.76
YLR052w	262.98	145.27
YLR094c	28.36	28.51
YKL022C	18.72	13.56
YNL134C	57.99	20.83
YDR526C	4.21	5.05
YDR489W	11.91	6.77
YDR449C	16.96	18.05
YNL209W	5065.19	3149.7
YOR346W	8.81	7.55
YOR116C	44.22	19.61
YHR212C	39.43	21.72
YER183c	4.53	4.71
YHR201c	18.55	24.47
YKL003C	3.52	3.87
YGR224W	5.41	4.39
YLR220W	50.89	26.68
YKR078W	9.74	6.83
YNL120C	9.28	9.32
YNL077W	16.78	5.19
YDR469W	0.59	2.01
YNL284C	20.36	22.75
YOL016C	18.18	9.5
YNL125C	54.64	26.46
YPL040C	3.31	4.4
YMR292W	47.42	17.34
YHR116W	1.27	0.91
YEL035c	0.46	0.77
YHR106W	44.67	15.44
YHR207C	15.99	11.62
YDR248C	1.77	4.13
YLR102c	13.1	12.68
YLR313C	6.71	1.67
YLL034c	55.61	47.64
YNL063W	6.43	6.45
YOL079W	0.41	3.5
YOL088C	3.93	6.65
YOL140W	33.36	47.02
YNL034W	1.41	2.78
YPR019W	3.43	6.79
YPL242C	6.71	1914.43
YGR022C	0.46	2.73
YER145c	354.59	160.65
YGL224C	8.12	6.65
YGL194C	0.49	1.41
YML085C	165.27	71.96
YKL170W	0.74	4.6
YIR028W	0.8	0.84
YMR322C	0.38	0.87
YCR001w	0.38	1.27
YDL212W	114.37	61.49
YDL226C	49.1	59.31
YDR501W	6.7	3.09
YOL060C	51.6	45.28
YKL105C	6.1	6.42
YFR008W	0.75	2.41
YBR100w	6.2	4.18
YGL212W	9.93	6.37
YGL202W	597.54	428.19
YAL056W	34.6	15.19
YKL202W	6.78	9.8
YKL194C	6.8	6.69
YJL168C	34.28	37.12
YBL101c	56.18	44.95
YDL242w	0.96	2.66
YDL115c	4.38	4.68
YDL193w	20.96	24.81
YNR056C	0.84	1.84
YOL130W	154.02	117.92
YJL042W	14.75	10.58
YGR045C	0.93	2.58
YER178w	592.14	461.09
YGL019W	39.76	39.56
YGL059W	4.42	5
YAR014C	7.97	10.05
YKL115C	3.32	1.98
YKR048C	54.11	89.37
YJL101C	105.52	64.84
YNL305C	34.39	22.9
YDL163w	6.81	4.77
YDL072c	68.25	63.43
YDL078C	65.97	72.41
YMR018W	0.42	0.72
YOR022C	7.88	7.79
YLR096w	42.19	28.76
YFR042W	17.53	12.1
YBR144c	1.07	1.7
YGL044C	12.04	13.65
YGL065C	50.52	30.03
YMR060C	4.24	5.54
YKL142W	5.32	6.97
YKL133C	0.56	1.26
YJL061W	66.48	59.28
YBR059c	57.13	59.73
YDL041w	11.09	20.32
YDR020c	12.21	16.04
YDR019C	12.07	5.88
YOL013C	25.63	24.54
YOR144C	10.44	6.86
YKL129C	21.79	15.95
YGR073C	5.96	6.6
YFL058W	2.69	0.79
YGR132C	65.14	63.58
YGR202C	25.31	21.22
YBL042c	51.84	20.24
YLL059c	0.69	1.6
YLL039c	88.91	31.46
YJR004C	16.45	54.06
YNL213C	1.73	4.11
YDL023c	39.36	58.41
YDR032c	39.22	34.91
YDR064W	952.52	1075.36
YOL068C	68.1	78.25
YOR206W	166.72	139.45
YML091C	12.34	8.4
YGL260W	8.97	4.67
YBR194w	0.65	1.21
YGR104C	5.94	4.11
YGR091W	7.11	5.3
YBR033w	6.35	3.77
YKR065C	15.88	9.95
YKR051W	19.09	10.14
YJR134C	7.59	4.83
YBR203w	54.24	17.54
YDR079w	0.77	1.32
YDR183W	0.59	0.61
YDR161W	33.75	28.71
YOR205C	10.75	9.89
YOR233W	23.19	15.3
YLR436C	32.17	11.45
YGR107W	0.84	0.84
YFL028C	7.28	6.41
YGR239C	8.07	5.46
YHL003c	149.31	87.55
YBR117c	0.47	1.77
YLR010c	0.43	1.18
YLR099c	14.43	9.66
YKL179C	10.75	17.75
YNL195C	1.24	0.61
YDR086C	8.95	12.66
YDR121W	4.49	5.58
YDR214W	77.31	93.69
YOR269W	24.98	15.81
YOR354C	49.99	56.1
YNL054W	13.53	12.98
YGL230C	0.64	0.77
YBR252w	7.51	6.88
YHL013C	5.81	5.46
YGR255C	21.63	15.56
YBR142w	59.34	17.49
YLR029c	849.22	468.11
YLR034c	51.57	17.17
YKL135C	64.93	67.57
YIL137C	85.19	65.6
YDR271C	11.87	5.89
YDR391C	3.74	3.82
YDR309C	51.62	181.55
YPL256C	112.76	27.68
YPL270W	41.63	17.37
YMR169C	6.6	4.86
YGR148C	384.01	462.75
YFR014C	14.21	11.17
YHR067W	5.51	5.17
YHR111W	24.71	17.21
YBR238c	39.5	12.2
YLR101c	29.05	8.14
YLR174W	2.15	1.36
YKL048C	10.47	9.36
YNL156C	75.09	68.29
YDR250C	0.8	0.91
YDR328C	14.79	20.3
YDR392W	2.77	2.55
YOR360C	78.71	60.42
YPL155C	10.06	7.58
YOR207C	59.01	29.96
YGL204C	3.7	3.01
YBR282w	0.97	2.39
YHR104W	29.71	20.03
YHR030c	62.85	93.08
YBR281c	20.62	7.81
YLR075w	1614.53	1588.56
YLR130c	82.74	71.6
YKR001C	195.25	164.7
YIL031W	42.57	31.49
YDR493W	0.57	1.91
YDR533C	11.57	8.5
YDR459C	18.08	9.81
YPL086C	60.69	55.07
YPL153C	4.79	2.93
YNL088W	7.18	8.76
YGR182C	12.62	8.47
YFR041C	5.33	4.91
YHR200w	24.59	27.49
YHR190w	353.7	246.19
YLR171W	0.52	1.99
YLR244C	75.84	74.78
YKR101W	2.22	2.47
YNL100W	6.71	5.45
YDR377W	25.38	21.49
YDR500C	166.81	121.47
YHR085W	5.85	6.63
YPL204W	90.48	144.71
YPR024W	65.09	40.44
YPR022C	22.04	10.92
YGL187C	176.9	164.16
YCL065w	3.12	4.04
YHR198C	9.5	7.17
YHR215w	3450.05	1283.97
YER001w	196.79	16.58
YLR199C	8.8	8.46
YLR231C	11.6	6.81
YKR098c	7.98	8.93
YER033c	2.31	4.95
YJR120W	71.59	20.11
YOL147C	33.15	21.5
YOL128C	7.49	7.81
YPL032C	40.53	46.4
YOR330C	8.72	10.18
YGR253C	27.83	27.32
YAR027W	8.97	8.01
YGR046W	16.7	10.65
YJR010C-A	6.22	4.86
YKL225W	0.69	2.01
YKL216W	72.43	51.85
YIR010W	7.14	8.91
YNL337W	1.02	2.3
YNL309W	4.14	3
YDL221w	2.84	2.83
YDL183c	1.27	1.19
YNL115C	19.76	17.96
YLR249W	3821.17	1980.84
YPR117W	0.43	2.4
YGR243W	0.65	0.85
YCR063w	4.77	7.25
YGL225W	648.83	245.13
YFL016C	53.98	28.68
YIL120W	5.58	4.58
YKL207W	28.35	41.32
YJL153C	2.75	2.68
YJL204C	4.19	4.01
YNL336W	455.31	262
YDL121c	5.91	8.99
YDL186w	1.61	1.26
YDL131w	284.42	239.8
YNL018C	1.08	1.33
YMR287C	16.92	13.83
YJR140C	33.88	16.05
YHR021c	174.08	197.51
YBR090c	13.63	11.83
YGR168C	10.9	5.8
YJR044C	14.18	7.41
YKL123W	0.63	2.12
YKL120W	88.32	73.33
YJL181W	9.91	6.05
YNL285W	0.7	1.09
YNL253W	8.11	6.6
YDL151c	0.7	1.87
YDL021W	0.41	1.07
YDR023W	445.01	472.74
YNR008W	20.88	16.61
YMR231W	16.29	8.08
YML067C	38.06	34.07
YGR275W	2.08	3.13
YGL040C	67.34	59.88
YGL078C	216.36	243.71
YIL078W	31.23	7.58
YKR014C	106.92	120
YKL191W	118.87	150.58
YJL102W	21.59	11.4
YNL304W	1.33	0.99
YDR100W	14.47	11.99
YDL051W	52.29	96.78
YDL027c	18.14	15.26
YNL233W	18.4	9.1
YLL015w	125.56	70.43
YHR122W	8.74	7.85
YCR007c	2.36	1.98
YGR234W	1505.37	1227.92
YJR086W	6.02	4.68
YLL064c	10.75	5.01
YKR070W	9.55	8.85
YJR001W	109.61	67.58
YNL235C	18.11	10.56
YNL220W	123.54	61.73
YDR059C	2.18	2.29
YDR090C	32.08	25.38
YDR223W	7.7	6.76
YOL025W	10.09	10.26
YNL132W	87.53	51.84
YML013C-A	6.42	8.13
YHL042W	1.21	0.92
YGR048W	8.71	6.71
YGR123C	120.99	113.91
YIL047C	36.84	11.23
YKR060W	4.93	3.98
YKR017C	8.79	6.44
YJL047C	13.36	10.49
YNL263C	88.41	49.78
YDR252W	0.62	1.3
YDR130C	5.86	3.84
YDR192C	9.35	7.23
YOR030W	14.54	7.83
YNR013C	124.03	72.73
YML072C	0.39	0.58
YHR145C	209.47	31.32
YER010c	10.51	8.06
YHL004w	48.34	34.93
YKL102C	0.85	4.36
YLR012c	0.41	1.27
YLL062c	4.19	5.38
YJR158W	7.09	5.26
YNL170W	31.61	9.71
YNL166C	6.37	5.22
YDR185C	4.78	4.23
YDR336W	3.06	2.69
YDR364C	14.95	11.9
YOR181W	33.55	30.14
YOL075C	11.38	6.71
YMR119W-a	8.81	4.89
YHR039C-A	10.2	16.96
YGR163W	11.18	8.74
YHL036W	16.41	6.22
YIL005W	5.03	4.54
YLL027w	8.4	7.97
YLR004c	1.19	0.64
YKL176C	93.57	61.3
YNL187W	6.39	4.55
YDR445C	4.18	5.95
YDR319C	16.31	10.56
YDR317W	3.75	3.56
YOR192C	42.72	10.37
YOR113W	18.21	8.78
YNL242W	44.43	19.95
YHR173C	7.23	4.54
YER104w	4.67	3.36
YHR097C	8.23	11.25
YKL053W	4.35	4.66
YLR122c	0.51	1.29
YLR128w	0.68	2.22
YKL012W	8.28	10.44
YNL145W	5.18	11.97
YNL128W	0.85	0.61
YDR397C	4.64	4.84
YDR480W	3.01	5.03
YOL144W	5.42	6.77
YOR389W	13.29	11.23
YOR127W	12.16	11.42
YMR194W	92.23	133.09
YHR089c	67.24	59.06
YEL059w	0.45	1.44
YHR002W	6.41	3.11
YHR065C	27.39	29.15
YGR264C	74.24	25.74
YLR059c	14.39	19.29
YLR108c	17.78	12.53
YKR009C	5.7	4.08
YNL098C	39.51	40.76
YDR544C	50.15	17.57
YDR494W	6.54	6.44
YDR465C	37.59	43.99
YPL208W	14.31	8.95
YOR371C	20.64	14.99
YOR153W	8.75	6.72
YHR213W	14.9	6.5
YGL034C	7.87	6.77
YHR208W	759.71	540.07
YKL002W	17.44	11.83
YLR161W	4.42	4.2
YLR239C	3.33	5.12
YKR084C	47.29	34.86
YNL113W	4.85	7.3
YNL074C	51.46	31.66
YDR491C	38.53	10.12
YOL101C	8.75	1.75
YOR003W	5.19	3.43
YPL089C	36.75	37.98
YPL022W	2.72	3.3
YMR294W-a	21.01	18.1
YHR121W	2.41	4.2
YEL034w	1721.92	1494.66
YHR156C	10.91	4.85
YHR216w	1459.85	806.65
YHL040C	31.67	9.85
YLR126c	0.58	1.13
YLR314C	23.67	33.89
YLL032c	11.48	8.87
YNL058C	18.66	77.05
YML133C	150.62	87.44
YOL080C	2.99	6.06
YOL126C	9.5	8.54
YPL007C	3.76	7.31
YPR021C	4.28	9.69
YPL231W	1.5	1.58
YGR025W	6.35	3.31
YER149c	1.83	2.86
YGL221C	12.26	14.66
YMR324C	0.39	2.38
YKL169C	0.55	3.64
YKL189W	5	29.92
YJL209W	0.38	2.51
YNL335W	2.56	2.18
YCR024c-a	85.67	21.04
YDL200C	7.47	6.45
YLR141w	7.3	5.39
YDR516C	28.9	15.37
YOL057W	104.84	112.87
YKL038W	29.44	20.47
YFR011C	40.92	46.14
YBR109c	40.85	51.56
YGL162W	6.98	10.5
YIL154C	11.09	12.45
YAL053W	48.9	14.53
YKL196C	13.73	11.51
YKL184W	184.57	118.07
YJL132W	5.62	4.63
YBL076c	605.13	335.81
YDL241w	0.63	2.7
YDL111c	20.45	27.82
YOL116W	8.24	7.3
YNR072W	5.2	3.85
YOL076W	55.82	56.1
YJR031C	8.9	5.84
YGR049W	6.37	6.66
YER179w	1.21	1.03
YGL005C	5.07	5.74
YIR017C	0.51	3.7
YAR035W	8.22	4.58
YKR020W	0.5	2.68
YKR053C	9.65	6.44
YJL085W	0.38	2.09
YNL282W	8.78	9.1
YDL158c	3.36	3.48
YDL064w	7.87	8.79
YOL042W	35.38	21.26
YNL318C	0.38	0.93
YOR033C	7.61	5.5
YLR189C	0.38	1.88
YFR045W	2.56	3.82
YBR157c	1.93	4.51
YGL043W	8.6	17.3
YIR026C	23.9	32.39
YBL052c	9.58	13.17
YKL141W	26.38	11.67
YKL132C	3.69	4.73
YJL033W	66.1	79.34
YBR073w	64.17	18.91
YDL039c	5.86	4.29
YDR043C	2.18	5.07
YOL018C	6.13	5.67
YOR002W	121.07	103.7
YOR162C	6.97	5.91
YLR086w	5.5	5.43
YGR076C	0.82	1.34
YFL052W	2.11	0.92
YGR147C	22.57	21.7
YIR038C	8.25	8.83
YBL035c	14.15	5.85
YLL053c	1.02	1.8
YLL022c	8.1	5.53
YJR045C	5.01	4.56
YNL210W	0.98	0.96
YDL016c	6.11	1.61
YDR041W	4.92	6.83
YOR075W	11.59	7.6
YOL062C	62.77	64.08
YOR208W	35.06	26.62
YMR047C	56.08	40.66
YGL259W	5.52	5.04
YBR201w	1.42	2.3
YGR127W	15.33	7.45
YJL191W	400.79	267.8
YBR049c	66.99	50.79
YKR068C	15.8	6.9
YKR061W	7.99	7.65
YJR143C	538.01	284.96
YBR229c	164.34	76.87
YDR094W	55.6	47.25
YDR196C	3.52	5.1
YOR099W	365.21	203.7
YOR241W	44.64	52.6
YOR256C	28.99	17.13
YLR466W	97.13	26.39
YGR114C	9.97	9.22
YFL027C	16.49	32.9
YGR280C	8.34	7.6
YJL178C	12.38	11.44
YBR121c	216.03	42.23
YLR013w	0.39	1.16
YLR105c	6.79	7.36
YKL174C	0.45	2.38
YNL190W	1520.36	1239.38
YDR112W	6.38	10.03
YDR140W	11.33	7.55
YOR271C	121.94	123.73
YOR306C	99.03	54.23
YOR365C	0.97	1.22
YNR065C	57.46	21.75
YGL226W	0.77	1
YBR253w	1.24	2.23
YHR010w	486.67	478.71
YJL131C	2.13	1.56
YBR172c	38.29	13
YLR031w	1.09	1.06
YLR049c	11.81	10.55
YKL134C	15.06	9.03
YIL130W	5.07	4.52
YDR274C	5.1	3.48
YDR405W	1.98	4.38
YOR388C	6.92	4.05
YPL228W	8.02	10.51
YPL268W	15.04	7.38
YMR190C	4.57	4.54
YGR151C	4.1	4.09
YFR018C	9.79	7.77
YHR090C	0.95	1.47
YJL140W	11.69	12.41
YBR255w	2.18	3.63
YLR104w	0.97	3.2
YLR180W	896.65	576.19
YKL029C	0.39	2.09
YNL155W	5.87	6.6
YDR269C	3.38	2.74
YDR399W	56.39	27.48
YPL227C	29.33	19
YOR374W	8.19	4.81
YPL116W	33.12	30.11
YOR304W	13.23	11.34
YGL200C	79.31	69.62
YBR285w	0.42	0.54
YHR139c	1.02	0.77
YJL043W	0.51	0.79
YBR289w	89.35	61.29
YLR118c	6.97	6.73
YLR142w	4.89	1.44
YKR010C	9.82	6.82
YDR504C	6.83	2.58
YDR535C	0.96	0.78
YPL165C	6.32	5.3
YPL042C	18.2	19.68
YPL147W	2.23	2.77
YNR070W	0.38	0.71
YGR183C	56.39	36.42
YFR044C	352.41	270.48
YHR209W	13.66	7.03
YJL072C	8	6.17
YCR030c	46.68	15.43
YLR170C	0.75	2.79
YLR246W	9.88	7.23
YKR106w	0.38	1.34
YNL099C	5.06	6.59
YDR381W	116.61	124.59
YDR537C	23.36	17.1
YPR057W	6.89	5.48
YPL198W	711.15	640.88
YPR031W	11.82	8.01
YPR026W	1.38	2.73
YGL183C	0.59	1.88
YCL063w	20.38	15.68
YHR199C	21	13.14
YJR009C	5803.47	3133.81
YER017c	55.8	24.14
YLR221C	5.76	7.23
YLR238W	0.86	2.24
YLL054c	14.86	11.37
YER075c	19	14.5
YLR169W	0.52	3.56
YOL146W	0.64	1.44
YER119C-A	13.04	10.82
YPR111W	5.33	9.75
YPL019C	455.72	423.82
YOR336W	13.71	12.01
YGR262C	3.94	4.34
YAR028W	18.79	15.68
YGR052W	0.38	1.42
YAL067C	0.46	2.17
YKL224C	11.39	6.03
YKL193C	1.93	3.82
YJL221C	8.1	4.94
YNL328C	4.1	5.28
YNL295W	5.05	6.19
YDL219w	1.51	3.28
YOR009W	31.5	12.26
YNL103W	14.18	26.13
YLR389C	46.55	28.18
YBL065w	1.49	3.64
YGR251W	1.77	5.36
YCR064c	4.34	6.27
YGL175C	6.34	3.27
YIL108W	33.87	18.48
YKL206C	16.79	12.28
YJL111W	230.75	197.18
YJL200C	81.23	53.45
YNL332W	65.9	23.27
YDL110c	5.75	7.04
YDL173w	20.67	15.01
YOL124C	18.8	26.39
YNR006W	7.6	14.69
YMR288W	21.39	27.41
YKL101W	0.38	0.55
YHR022C	1.57	0.97
YBR096w	24.3	20.8
YGR169C	4.89	3.57
YBR030w	6.98	7.27
YKL118W	0.46	1.83
YKL110C	8.31	11.26
YJL172W	151.03	71.59
YNL281W	0.65	1.75
YNL248C	81.27	97.32
YDL137W	170.77	151.87
YDL015c	290.6	208.92
YOR123C	9.74	10.09
YNR019W	52.2	30.03
YMR261C	15.26	7.19
YML058C-A	25.4	27.82
YGR290W	1.25	0.86
YGL039W	29.05	15.35
YIR008C	12.16	13.04
YIL073C	0.42	2.06
YKR025W	3.39	3.68
YKL175W	111.45	91.06
YJL094C	19.58	8.85
YER060W-A	68.85	35.37
YDL006W	11.7	18.82
YOR042W	8.77	11.9
YOL148C	5.5	7.19
YNL127W	22.96	16.32
YLR024c	53.03	28.19
YHR127W	6.45	4.16
YCR031c	472.05	366.46
YGR279C	1255.2	678.59
YBR180w	2.18	2.43
YLL037w	2.31	3.34
YKR071C	59.05	49.23
YJR002W	49.92	58.49
YNL226W	0.88	1.86
YNL207W	23.9	27.97
YDR071c	10.49	15.6
YDR123C	7.4	15.25
YOR229W	18.85	19.07
YOL023W	5.49	6.54
YNL123W	88.87	67.94
YML010W-A	30.52	28.43
YHL041W	1.21	0.69
YGR058W	8.31	4.52
YJL171C	168.5	57.62
YIL046W	12.41	10.46
YKR094c	2.55	4.61
YKR023W	2.71	3.42
YJL041W	38.13	23.25
YNL231C	34.51	13.95
YDR308C	0.67	1.17
YDR184C	17.65	14.49
YOR196C	34.75	31.5
YOR071C	54.06	21.09
YNR047W	31.11	15.3
YML059C	75.5	38.86
YHR147c	9.24	8.28
YER018c	12.17	11.71
YHR017w	15.93	9.02
YBR299w	1.99	1.68
YLR037c	7.59	5.65
YLL056c	3.72	3.86
YJR160C	10.33	7.92
YNL171C	5.52	3.62
YNL165W	9.61	6.37
YDR187C	92.77	76.37
YDR347W	28.03	28.35
YPL262W	110.81	114.58
YOR243C	157.62	170.26
YOL051W	16.82	14.47
YMR135W-a	0.55	0.9
YHR051w	40.52	45.65
YCR104w	7.18	2.64
YGR165W	14.41	13.15
YJL137c	4.99	4.3
YGR237C	0.6	2.05
YLL023c	37.41	22.67
YLR015w	6.41	5.87
YKL171W	6.13	4.2
YNL180C	12.04	23.4
YDR462W	0.58	2.01
YDR337W	5.63	6.92
YOR250C	10.34	7.28
YOR204W	957.68	476.65
YOR129C	10.32	25.66
YNL172W	8.62	8.62
YHR175W	39.05	23.94
YER120w	166.98	227.31
YHR107c	36.44	28.2
YCR088w	41.74	39.71
YLR123c	0.4	1.38
YLR146c	13.07	11.42
YKL005C	13.72	14.51
YNL143C	2.57	1.86
YNL124W	28.34	20.93
YDR401W	0.58	0.53
YDR492W	129.62	42.42
YPL151C	9.69	9.01
YPL269W	5.21	5.09
YOR349W	2.7	4.39
YMR193C-a	0.49	1.86
YHR093W	1.29	1.41
YEL054c	1380.52	1457.22
YHR025w	190.34	75.26
YJL088W	27.7	43.55
YGR266W	7.82	5.91
YLR061w	261.87	190.03
YLR121c	51.03	12.74
YKR021W	3.22	3.23
YNL097C	0.87	1.27
YER137c	0.42	0.58
YDR503C	7.14	8.23
YOR393W	3.8	0.68
YPL194W	0.68	1.04
YPL249C	7.52	9.39
YOR191W	18.67	7.86
YHR214W	64.77	98.1
YGL024W	8.21	6.6
YHR210C	14.59	8.71
YER068w	29.84	14.5
YLR162W	2.92	1.51
YLR242C	5.38	3.63
YKR093W	507.06	128.99
YNL114C	4.75	7.18
YNL071W	164.02	159.28
YDR512C	2	1.83
YOL096C	6.55	5.82
YPR080W	6358.19	3129.25
YPL023C	81.31	59.03
YPL009C	15.92	11.78
YMR304C-a	117.44	58.16
YHR125W	0.43	0.84
YEL033w	558.19	230.21
YHR203c	2417.67	2229.34
YJL046W	6.69	8.08
YHL039W	63.23	38.32
YLR132c	1.18	1.97
YLR324W	18.18	14.16
YLL026w	83.53	55.31
YNL050C	2.18	3.84
YOL012C	8.49	14.19
YOL077C	37.31	73.42
YPR118W	45.26	89.7
YPL005W	1.86	5.54
YPR104C	3.73	8.08
YPL167C	2.96	6.49
YGR027C	165.36	295.95
YER152c	36.88	14.27
YAL061W	18.47	9.93
YIL167W	0.47	1.23
YAL054C	2.15	3.9
YKL167C	0.45	3.06
YKL166C	7.63	14.6
YJL156C	31.79	22.59
YNL334C	43.89	13.62
YIL007C	0.52	2.26
YMR101C	0.38	0.95
YDR518W	48.23	40.7
YOL036W	43.29	50.3
YKR082W	25.69	13.4
YFR012W	26.33	37.08
YBR113w	62.64	57.92
YDR244W	7.46	8.63
YIL148W	377.28	245.21
YAL043C	59.32	62.5
YKL190W	4.99	6.37
YKL181W	320.19	249.97
YJL112W	11.83	11.08
YBL066c	116.03	74.28
YDL162c	0.39	0.72
YOL142W	11.12	19.33
YOL065C	5.99	7.29
YOL156W	9.13	24.92
YOL006C	12.95	19.82
YJR033C	6.01	6.45
YGR050C	1.47	2.04
YER180c	1.77	3.47
YBL045c	197.76	138.46
YIR018W	6.73	6.85
YBL097w	0.57	1.57
YKR033C	1.12	2.68
YKR059W	2921.72	1520.68
YJL057C	4.25	5.23
YNL260C	2.75	3.43
YDL096c	83.05	68.06
YOL114C	0.43	0.77
YOL010W	25.27	36.8
YNR069C	7.16	2.21
YOR034C	34.21	19.09
