# From http://arep.med.harvard.edu/mrnadata/expression.html
# Finding DNA Regulatory Motifs within Unaligned Non-Coding Sequences Clustered by Whole-Genome mRNA Quantitation, Roth, F.R., Hughes, J. D., Estep, P. E. & G.M. Church, Nature Biotechnology 1998   
orf	expr.a	expr.alpha	low.sig.a	low.sig.alpha
YOR346W	0.11	0.08	TRUE	TRUE
YOR347C	0.13	0.11	FALSE	FALSE
YOR348C	0.11	0.08	TRUE	TRUE
YOR349W	0.11	0.08	TRUE	TRUE
YOR352W	0.11	0.08	TRUE	TRUE
YOR354C	0.11	0.1	TRUE	FALSE
YOR356W	0.11	0.13	FALSE	FALSE
YOR357C	0.11	0.1	TRUE	TRUE
YOR358W	0.11	0.08	TRUE	TRUE
YOR360C	0.15	0.11	FALSE	FALSE
YOR363C	0.11	0.11	TRUE	FALSE
YOR367W	0.11	0.1	FALSE	FALSE
YOR370C	0.12	0.15	TRUE	FALSE
YOR373W	0.11	0.08	TRUE	TRUE
YOR377W	0.11	0.08	TRUE	TRUE
YOR380W	0.11	0.08	TRUE	TRUE
YOR385W	0.12	0.14	FALSE	FALSE
YOR388C	0.11	0.08	TRUE	TRUE
YOR389W	0.11	0.08	TRUE	TRUE
YOR390W	0.12	0.08	FALSE	TRUE
YOR391C	0.11	0.08	TRUE	TRUE
YOR393W	0.11	0.08	TRUE	TRUE
YOR394W	0.11	0.08	TRUE	TRUE
YPL001W	0.11	0.08	TRUE	TRUE
YPL002C	0.11	0.08	TRUE	TRUE
YPL003W	0.12	0.11	TRUE	FALSE
YPL007C	0.11	0.08	TRUE	TRUE
YPL009C	0.11	0.09	TRUE	TRUE
YPL010W	0.72	0.8	FALSE	FALSE
YPL011C	0.11	0.09	TRUE	FALSE
YPL017C	0.11	0.08	TRUE	TRUE
YPL018W	0.11	0.08	TRUE	TRUE
YPL019C	0.11	0.09	TRUE	TRUE
YPL020C	0.11	0.08	TRUE	TRUE
YPL023C	0.14	0.12	FALSE	FALSE
YPL024W	0.11	0.08	TRUE	TRUE
YPL026C	0.11	0.14	TRUE	FALSE
YPL030W	0.11	0.12	TRUE	FALSE
YPL034W	0.11	0.08	TRUE	TRUE
YPL036W	0.11	0.08	TRUE	TRUE
YPL039W	0.11	0.08	TRUE	TRUE
YPL042C	0.11	0.09	TRUE	TRUE
YPL046C	0.11	0.08	TRUE	TRUE
YPL047W	0.12	0.12	TRUE	FALSE
YPL049C	0.11	0.08	TRUE	TRUE
YPL050C	0.11	0.1	TRUE	FALSE
YPL051W	0.11	0.08	TRUE	TRUE
YPL052W	0.11	0.08	TRUE	TRUE
YPL054W	0.11	0.08	TRUE	TRUE
YPL055C	0.11	0.09	TRUE	TRUE
YPL056C	0.11	0.08	TRUE	TRUE
YPL063W	0.12	0.08	TRUE	TRUE
YPL064C	0.11	0.08	TRUE	TRUE
YPL065W	0.11	0.08	TRUE	TRUE
YPL066W	0.11	0.08	TRUE	TRUE
YPL068C	0.11	0.08	TRUE	TRUE
YPL069C	0.11	0.08	TRUE	TRUE
YPL071C	0.11	0.08	TRUE	TRUE
YPL075W	0.11	0.08	TRUE	TRUE
YPL076W	0.11	0.08	TRUE	TRUE
YPL077C	0.11	0.09	TRUE	FALSE
YPL078C	0.65	0.53	FALSE	FALSE
YPL080C	0.11	0.08	TRUE	TRUE
YPL084W	0.11	0.08	TRUE	TRUE
YPL085W	0.11	0.19	TRUE	FALSE
YPL086C	0.11	0.11	TRUE	FALSE
YPL087W	1.01	0.52	FALSE	FALSE
YPL088W	0.11	0.08	TRUE	TRUE
YPL091W	0.24	0.15	FALSE	FALSE
YPL092W	0.11	0.08	TRUE	TRUE
YPL093W	0.11	0.08	TRUE	TRUE
YPL097W	0.11	0.1	TRUE	FALSE
YPL100W	0.11	0.08	TRUE	TRUE
YPL101W	0.11	0.08	TRUE	TRUE
YPL104W	0.11	0.08	TRUE	TRUE
YPL105C	0.11	0.08	TRUE	TRUE
YPL107W	0.11	0.08	TRUE	TRUE
YPL111W	0.11	0.09	TRUE	TRUE
YPL112C	0.11	0.1	TRUE	FALSE
YPL113C	0.11	0.08	TRUE	TRUE
YPL115C	0.11	0.08	TRUE	TRUE
YPL117C	0.12	0.15	TRUE	FALSE
YPL118W	0.11	0.09	TRUE	TRUE
YPL122C	0.11	0.08	TRUE	TRUE
YPL123C	0.11	0.08	TRUE	TRUE
YPL125W	0.11	0.08	TRUE	TRUE
YPL129W	0.16	0.16	FALSE	FALSE
YPL132W	0.11	0.08	TRUE	TRUE
YPL134C	0.24	0.2	FALSE	FALSE
YPL138C	0.11	0.08	TRUE	TRUE
YPL139C	0.11	0.17	TRUE	FALSE
YPL142C	0.13	0.1	FALSE	FALSE
YPL145C	0.17	0.15	FALSE	FALSE
YPL148C	0.13	0.11	TRUE	FALSE
YPL152W	0.11	0.08	TRUE	TRUE
YPL156C	0.11	0.08	TRUE	TRUE
YPL157W	0.11	0.08	TRUE	TRUE
YPL159C	0.11	0.08	TRUE	TRUE
YPL162C	0.11	0.08	TRUE	TRUE
YPL168W	0.11	0.08	TRUE	TRUE
YPL169C	0.16	0.11	FALSE	FALSE
YPL170W	0.42	0.26	FALSE	FALSE
YPL171C	0.11	0.08	TRUE	TRUE
YPL172C	0.11	0.08	TRUE	TRUE
YPL173W	0.11	0.09	TRUE	FALSE
YPL175W	0.11	0.08	TRUE	TRUE
YPL176C	0.16	0.12	FALSE	FALSE
YPL178W	0.16	0.2	FALSE	FALSE
YPL179W	0.11	0.11	TRUE	FALSE
YPL180W	0.11	0.08	TRUE	FALSE
YPL182C	0.11	0.09	TRUE	FALSE
YPL183C	0.11	0.08	TRUE	TRUE
YPL186C	0.11	0.08	TRUE	TRUE
YPL188W	0.11	0.08	TRUE	TRUE
YPL190C	0.11	0.08	TRUE	TRUE
YPL195W	0.11	0.08	TRUE	TRUE
YPL196W	0.11	0.08	TRUE	TRUE
YPL197C	0.11	0.08	TRUE	TRUE
YPL198W	0.81	0.76	FALSE	FALSE
YPL199C	0.23	0.21	FALSE	FALSE
YPL203W	0.18	0.14	FALSE	FALSE
YPL204W	0.31	0.13	FALSE	FALSE
YPL208W	0.11	0.08	TRUE	TRUE
YPL210C	0.11	0.11	TRUE	FALSE
YPL212C	0.11	0.08	TRUE	TRUE
YPL214C	0.11	0.08	TRUE	TRUE
YPL215W	0.11	0.1	TRUE	FALSE
YPL219W	0.11	0.08	TRUE	TRUE
YPL222W	0.11	0.08	TRUE	TRUE
YPL223C	0.11	0.08	TRUE	TRUE
YPL224C	0.15	0.09	FALSE	FALSE
YPL225W	0.24	0.18	FALSE	FALSE
YPL226W	0.11	0.13	TRUE	FALSE
YPL227C	0.11	0.08	TRUE	TRUE
YPL229W	0.3	0.22	FALSE	FALSE
YPL230W	0.11	0.08	TRUE	TRUE
YPL231W	1.52	0.83	FALSE	FALSE
YPL232W	0.14	0.21	FALSE	FALSE
YPL236C	0.11	0.08	TRUE	TRUE
YPL238C	0.11	0.08	TRUE	TRUE
YPL239W	0.11	0.08	TRUE	TRUE
YPL240C	0.15	0.14	FALSE	FALSE
YPL244C	0.21	0.17	FALSE	FALSE
YPL246C	0.96	0.72	FALSE	FALSE
YPL256C	0.21	0.15	FALSE	FALSE
YPL258C	0.11	0.08	TRUE	TRUE
YPL259C	0.11	0.11	TRUE	FALSE
YPL260W	0.11	0.08	TRUE	TRUE
YPL263C	0.11	0.08	TRUE	TRUE
YPL264C	0.11	0.09	TRUE	TRUE
YPL266W	0.11	0.08	TRUE	TRUE
YPL268W	0.11	0.08	TRUE	TRUE
YPL270W	0.11	0.09	TRUE	FALSE
YPL273W	0.25	0.18	FALSE	FALSE
YPL275W	0.11	0.08	TRUE	TRUE
YPL276W	0.11	0.08	TRUE	TRUE
YPL279C	0.11	0.15	TRUE	FALSE
YPL280W	0.11	0.08	TRUE	TRUE
YPL282C	0.11	0.08	TRUE	TRUE
YPR005C	0.11	0.08	TRUE	TRUE
YPR006C	0.11	0.08	TRUE	TRUE
YPR008W	0.11	0.08	TRUE	TRUE
YPR009W	0.11	0.15	TRUE	FALSE
YPR011C	0.11	0.08	TRUE	TRUE
YPR012W	0.12	0.08	FALSE	TRUE
YPR013C	0.11	0.08	TRUE	TRUE
YPR017C	0.11	0.08	TRUE	TRUE
YPR019W	0.11	0.08	TRUE	TRUE
YPR020W	0.32	0.15	FALSE	FALSE
YPR021C	0.11	0.08	TRUE	FALSE
YPR022C	0.11	0.08	TRUE	TRUE
YPR024W	0.11	0.08	TRUE	TRUE
YPR029C	0.11	0.08	TRUE	TRUE
YPR030W	0.11	0.08	TRUE	TRUE
YPR040W	0.11	0.08	TRUE	TRUE
YPR041W	0.2	0.27	FALSE	FALSE
YPR042C	0.11	0.09	TRUE	FALSE
YPR044C	0.13	0.14	TRUE	FALSE
YPR047W	0.11	0.08	TRUE	TRUE
YPR048W	0.11	0.08	TRUE	TRUE
YPR051W	0.11	0.08	TRUE	TRUE
YPR053C	0.12	0.15	TRUE	FALSE
YPR057W	0.11	0.08	TRUE	TRUE
YPR060C	0.11	0.12	TRUE	FALSE
YPR061C	0.11	0.08	TRUE	TRUE
YPR063C	1.37	0.72	FALSE	FALSE
YPR065W	0.11	0.08	TRUE	TRUE
YPR066W	0.11	0.08	TRUE	TRUE
YPR067W	0.2	0.16	FALSE	FALSE
YPR072W	0.12	0.11	FALSE	FALSE
YPR073C	0.11	0.08	TRUE	TRUE
YPR075C	0.11	0.16	TRUE	FALSE
YPR079W	0.11	0.08	TRUE	TRUE
YPR081C	0.11	0.08	TRUE	TRUE
YPR082C	0.13	0.17	FALSE	FALSE
YPR084W	0.11	0.08	TRUE	TRUE
YPR085C	0.11	0.08	TRUE	TRUE
YPR088C	0.25	0.22	FALSE	FALSE
YPR091C	0.11	0.08	TRUE	TRUE
YPR093C	0.11	0.08	TRUE	TRUE
YPR094W	0.11	0.08	TRUE	TRUE
YPR100W	0.13	0.2	TRUE	FALSE
YPR101W	0.11	0.08	TRUE	TRUE
YPR103W	1.33	0.57	FALSE	FALSE
YPR106W	0.28	0.29	FALSE	FALSE
YPR107C	0.11	0.08	TRUE	TRUE
YPR108W	0.26	0.18	FALSE	FALSE
YPR109W	0.18	0.09	FALSE	FALSE
YPR115W	0.11	0.08	TRUE	TRUE
YPR117W	0.11	0.08	TRUE	TRUE
YPR118W	0.17	0.17	FALSE	FALSE
YPR119W	0.11	0.08	TRUE	TRUE
YPR120C	0.11	0.08	TRUE	TRUE
YPR121W	0.11	0.08	TRUE	TRUE
YPR124W	0.11	0.08	TRUE	TRUE
YPR125W	0.11	0.09	TRUE	FALSE
YPR126C	0.11	0.09	TRUE	TRUE
YPR127W	0.16	0.18	FALSE	FALSE
YPR128C	0.17	0.13	FALSE	FALSE
YPR129W	0.11	0.08	TRUE	TRUE
YPR131C	0.11	0.08	TRUE	TRUE
YPR133C	0.11	0.09	TRUE	TRUE
YPR134W	0.11	0.08	TRUE	TRUE
YPR135W	0.11	0.08	TRUE	TRUE
YPR138C	0.27	0.26	FALSE	FALSE
YPR139C	0.13	0.08	FALSE	TRUE
YPR140W	0.17	0.19	FALSE	FALSE
YPR143W	0.11	0.08	TRUE	TRUE
YPR145W	0.46	0.39	FALSE	FALSE
YPR146C	0.17	0.16	FALSE	FALSE
YPR148C	0.14	0.08	FALSE	TRUE
YPR151C	0.11	0.08	TRUE	TRUE
YPR153W	0.11	0.08	TRUE	TRUE
YPR154W	0.27	0.28	FALSE	FALSE
YPR155C	0.11	0.08	TRUE	TRUE
YPR156C	0.41	0.3	FALSE	FALSE
YPR157W	0.11	0.12	TRUE	FALSE
YPR158W	0.11	0.08	TRUE	TRUE
YPR159W	0.37	0.46	FALSE	FALSE
YPR161C	0.11	0.08	TRUE	TRUE
YPR162C	0.11	0.08	TRUE	TRUE
YPR163C	0.29	0.24	FALSE	FALSE
YPR166C	0.16	0.09	FALSE	TRUE
YPR167C	0.11	0.08	TRUE	TRUE
YPR169W	0.11	0.08	TRUE	TRUE
YPR172W	0.22	0.21	FALSE	FALSE
YPR173C	0.11	0.08	TRUE	TRUE
YPR174C	0.11	0.08	TRUE	TRUE
YPR176C	0.29	0.18	FALSE	FALSE
YPR178W	0.11	0.08	TRUE	TRUE
YPR184W	0.11	0.08	TRUE	TRUE
YPR185W	0.11	0.08	TRUE	TRUE
YPR187W	0.23	0.15	FALSE	FALSE
YPR194C	0.11	0.08	TRUE	TRUE
YPR198W	0.14	0.11	FALSE	FALSE
YPR199C	0.14	0.1	FALSE	FALSE
YPR204W	0.48	0.36	FALSE	FALSE
18srRnac	0.11	0.08	TRUE	TRUE
18srRnad	0.11	0.08	TRUE	TRUE
18srRnae	0.11	0.08	TRUE	TRUE
25srRnad	0.11	0.08	TRUE	TRUE
BCKGRND	0.11	0.08	TRUE	TRUE
biodm	0.11	0.08	TRUE	TRUE
DAP3	0.11	0.08	TRUE	TRUE
DAP5	0.11	0.08	TRUE	TRUE
LYSA3	0.11	0.08	TRUE	TRUE
LYSA5	0.11	0.08	TRUE	TRUE
LYSAM	0.11	0.09	TRUE	TRUE
PHE3	0.11	0.08	TRUE	TRUE
THR5	0.11	0.08	TRUE	TRUE
TRP3	0.11	0.08	TRUE	TRUE
TRP5	0.11	0.08	TRUE	TRUE
YAL001C	0.09	0.04	TRUE	TRUE
YAL002W	0.09	0.04	TRUE	TRUE
YAL004W	0.09	0.04	TRUE	TRUE
YAL010C	0.09	0.04	TRUE	TRUE
YAL011W	0.09	0.04	TRUE	TRUE
YAL013W	0.09	0.04	TRUE	TRUE
YAL015C	0.09	0.04	TRUE	TRUE
YAL018C	0.09	0.04	TRUE	TRUE
YAL020C	0.09	0.04	TRUE	TRUE
YAL024C	0.09	0.04	TRUE	TRUE
YAL025C	0.09	0.04	TRUE	TRUE
YAL026C	0.09	0.04	TRUE	TRUE
YAL028W	0.09	0.04	TRUE	TRUE
YAL029C	0.09	0.04	TRUE	TRUE
YAL031C	0.09	0.04	TRUE	TRUE
YAL032C	0.09	0.04	TRUE	TRUE
YAL034C	0.09	0.04	TRUE	TRUE
YAL034W-A	0.09	0.04	TRUE	TRUE
YAL035C-A	0.09	0.04	TRUE	TRUE
YAL037W	0.09	0.04	TRUE	TRUE
YAL041W	0.09	0.04	TRUE	TRUE
YAL043C-A	0.09	0.04	TRUE	TRUE
YAL047C	0.09	0.04	TRUE	TRUE
YAL048C	0.09	0.04	TRUE	TRUE
YAL058C-A	0.09	0.04	TRUE	TRUE
YAL058W	0.09	0.04	TRUE	TRUE
YAL059W	0.09	0.04	TRUE	TRUE
YAL064W	0.09	0.04	TRUE	TRUE
YAL065C	0.09	0.04	TRUE	TRUE
YAL065C-A	0.09	0.04	TRUE	TRUE
YAL066W	0.09	0.04	TRUE	TRUE
YAL067C	0.09	0.04	TRUE	TRUE
YAL069W	0.09	0.04	TRUE	TRUE
YAR002W	0.09	0.04	TRUE	TRUE
YAR008W	0.09	0.04	TRUE	TRUE
YAR014C	0.09	0.04	TRUE	TRUE
YAR018C	0.09	0.04	TRUE	TRUE
YAR019C	0.09	0.04	TRUE	TRUE
YAR029W	0.09	0.04	TRUE	TRUE
YAR030C	0.09	0.04	TRUE	TRUE
YAR031W	0.09	0.04	TRUE	TRUE
YAR037W	0.09	0.04	TRUE	TRUE
YAR040C	0.09	0.04	TRUE	TRUE
YAR043C	0.09	0.04	TRUE	TRUE
YAR044W	0.09	0.04	TRUE	TRUE
YAR047C	0.09	0.04	TRUE	TRUE
YAR050W	0.09	0.04	TRUE	TRUE
YAR052C	0.09	0.04	TRUE	TRUE
YAR053W	0.09	0.04	TRUE	TRUE
YAR060C	0.09	0.04	TRUE	TRUE
YAR061W	0.09	0.04	TRUE	TRUE
YAR062W	0.09	0.04	TRUE	TRUE
YAR064W	0.09	0.04	TRUE	TRUE
YAR068W	0.09	0.04	TRUE	TRUE
YAR069C	0.09	0.04	TRUE	TRUE
YAR070C	0.09	0.04	TRUE	TRUE
YAR074C	0.09	0.04	TRUE	TRUE
YBL004W	0.09	0.04	TRUE	TRUE
YBL005W-A	0.09	0.04	TRUE	TRUE
YBL005W-B	0.09	0.04	TRUE	TRUE
YBL008W	0.09	0.04	TRUE	TRUE
YBL009W	0.09	0.04	TRUE	TRUE
YBL010C	0.09	0.04	TRUE	TRUE
YBL012C	0.09	0.04	TRUE	TRUE
YBL013W	0.09	0.04	TRUE	TRUE
YBL014C	0.09	0.04	TRUE	TRUE
YBL018C	0.09	0.04	TRUE	TRUE
YBL019W	0.09	0.04	TRUE	TRUE
YBL020W	0.09	0.05	TRUE	TRUE
YBL023C	0.09	0.04	TRUE	TRUE
YBL028C	0.09	0.04	TRUE	TRUE
YBL029W	0.09	0.04	TRUE	TRUE
YBL031W	0.09	0.04	TRUE	TRUE
YBL035C	0.09	0.04	TRUE	TRUE
YBL036C	0.09	0.04	TRUE	TRUE
YBL037W	0.09	0.04	TRUE	TRUE
YBL044W	0.09	0.04	TRUE	TRUE
YBL046W	0.09	0.04	TRUE	TRUE
YBL052C	0.09	0.04	TRUE	TRUE
YBL054W	0.09	0.04	TRUE	TRUE
YBL059W	0.09	0.04	TRUE	TRUE
YBL060W	0.09	0.04	TRUE	TRUE
YBL061C	0.09	0.04	TRUE	TRUE
YBL062W	0.09	0.04	TRUE	TRUE
YBL065W	0.09	0.04	TRUE	TRUE
YBL066C	0.09	0.04	TRUE	TRUE
YBL067C	0.09	0.04	TRUE	TRUE
YBL070C	0.09	0.04	TRUE	TRUE
YBL073W	0.09	0.04	TRUE	TRUE
YBL074C	0.09	0.04	TRUE	TRUE
YBL075C	0.09	0.04	TRUE	TRUE
YBL079W	0.09	0.04	TRUE	TRUE
YBL080C	0.09	0.04	TRUE	TRUE
YBL086C	0.09	0.04	TRUE	TRUE
YBL088C	0.09	0.04	TRUE	TRUE
YBL090W	0.09	0.04	TRUE	TRUE
YBL093C	0.09	0.04	TRUE	TRUE
YBL094C	0.09	0.04	TRUE	TRUE
YBL095W	0.09	0.04	TRUE	TRUE
YBL096C	0.09	0.04	TRUE	TRUE
YBL097W	0.09	0.04	TRUE	TRUE
YBL098W	0.09	0.04	TRUE	TRUE
YBL100C	0.09	0.04	TRUE	TRUE
YBL101W-B	0.09	0.04	TRUE	TRUE
YBL104C	0.09	0.04	TRUE	TRUE
YBL105C	0.09	0.04	TRUE	TRUE
YBL107C	0.09	0.04	TRUE	TRUE
YBL108W	0.09	0.04	TRUE	TRUE
YBL109W	0.09	0.05	TRUE	TRUE
YBL111C	0.09	0.04	TRUE	TRUE
YBR002C	0.09	0.04	TRUE	TRUE
YBR003W	0.09	0.04	TRUE	TRUE
YBR007C	0.09	0.04	TRUE	TRUE
YBR012C	0.09	0.04	TRUE	TRUE
YBR017C	0.09	0.04	TRUE	TRUE
YBR021W	0.09	0.04	TRUE	TRUE
YBR027C	0.09	0.04	TRUE	TRUE
YBR030W	0.09	0.04	TRUE	TRUE
YBR032W	0.09	0.04	TRUE	TRUE
YBR033W	0.09	0.04	TRUE	TRUE
YBR040W	0.09	0.04	TRUE	TRUE
YBR044C	0.09	0.04	TRUE	TRUE
YBR045C	0.09	0.04	TRUE	TRUE
YBR047W	0.09	0.04	TRUE	TRUE
YBR051W	0.09	0.04	TRUE	TRUE
YBR055C	0.09	0.04	TRUE	TRUE
YBR057C	0.09	0.04	TRUE	TRUE
YBR059C	0.09	0.04	TRUE	TRUE
YBR060C	0.09	0.04	TRUE	TRUE
YBR064W	0.09	0.04	TRUE	TRUE
YBR065C	0.09	0.04	TRUE	TRUE
YBR074W	0.09	0.04	TRUE	TRUE
YBR075W	0.09	0.04	TRUE	TRUE
YBR076W	0.09	0.04	TRUE	TRUE
YBR081C	0.09	0.04	TRUE	TRUE
YBR089W	0.09	0.04	TRUE	TRUE
YBR094W	0.09	0.04	TRUE	TRUE
YBR095C	0.09	0.04	TRUE	TRUE
YBR097W	0.09	0.04	TRUE	TRUE
YBR098W	0.09	0.04	TRUE	TRUE
YBR099C	0.09	0.04	TRUE	TRUE
YBR100W	0.09	0.04	TRUE	TRUE
YBR102C	0.09	0.04	TRUE	TRUE
YBR103W	0.09	0.04	TRUE	TRUE
YBR104W	0.09	0.04	TRUE	TRUE
YBR110W	0.09	0.04	TRUE	TRUE
YBR112C	0.09	0.04	TRUE	TRUE
YBR113W	0.09	0.04	TRUE	TRUE
YBR114W	0.09	0.04	TRUE	TRUE
YBR119W	0.09	0.04	TRUE	TRUE
YBR120C	0.09	0.04	TRUE	TRUE
YBR124W	0.09	0.04	TRUE	TRUE
YBR128C	0.09	0.04	TRUE	TRUE
YBR130C	0.09	0.04	TRUE	TRUE
YBR131W	0.09	0.04	TRUE	TRUE
YBR134W	0.09	0.04	TRUE	TRUE
YBR136W	0.09	0.04	TRUE	TRUE
YBR138C	0.09	0.04	TRUE	TRUE
YBR141C	0.09	0.04	TRUE	TRUE
YBR142W	0.09	0.05	TRUE	TRUE
YBR144C	0.09	0.04	TRUE	TRUE
YBR148W	0.09	0.04	TRUE	TRUE
YBR150C	0.09	0.04	TRUE	TRUE
YBR152W	0.09	0.04	TRUE	TRUE
YBR153W	0.09	0.04	TRUE	TRUE
YBR155W	0.09	0.04	TRUE	TRUE
YBR156C	0.09	0.04	TRUE	TRUE
YBR161W	0.09	0.04	TRUE	TRUE
YBR167C	0.09	0.04	TRUE	TRUE
YBR168W	0.09	0.04	TRUE	TRUE
YBR170C	0.09	0.04	TRUE	TRUE
YBR172C	0.09	0.04	TRUE	TRUE
YBR174C	0.09	0.04	TRUE	TRUE
YBR176W	0.09	0.04	TRUE	TRUE
YBR178W	0.09	0.04	TRUE	TRUE
YBR179C	0.09	0.04	TRUE	TRUE
YBR180W	0.09	0.04	TRUE	TRUE
YBR182C	0.09	0.04	TRUE	TRUE
YBR184W	0.09	0.04	TRUE	TRUE
YBR186W	0.09	0.04	TRUE	TRUE
YBR190W	0.09	0.04	TRUE	TRUE
YBR192W	0.09	0.04	TRUE	TRUE
YBR193C	0.09	0.04	TRUE	TRUE
YBR194W	0.09	0.04	TRUE	TRUE
YBR195C	0.09	0.04	TRUE	TRUE
YBR197C	0.09	0.04	TRUE	TRUE
YBR200W	0.09	0.04	TRUE	TRUE
YBR202W	0.09	0.04	TRUE	TRUE
YBR203W	0.09	0.04	TRUE	TRUE
YBR204C	0.09	0.04	TRUE	TRUE
YBR208C	0.09	0.04	TRUE	TRUE
YBR209W	0.09	0.04	TRUE	TRUE
YBR215W	0.09	0.04	TRUE	TRUE
YBR216C	0.09	0.04	TRUE	TRUE
YBR217W	0.09	0.04	TRUE	TRUE
YBR219C	0.09	0.04	TRUE	TRUE
YBR223C	0.09	0.04	TRUE	TRUE
YBR224W	0.09	0.04	TRUE	TRUE
YBR225W	0.09	0.04	TRUE	TRUE
YBR226C	0.09	0.04	TRUE	TRUE
YBR228W	0.09	0.04	TRUE	TRUE
YBR229C	0.09	0.04	TRUE	TRUE
YBR232C	0.09	0.04	TRUE	TRUE
YBR233W	0.09	0.05	TRUE	TRUE
YBR236C	0.09	0.04	TRUE	TRUE
YBR237W	0.09	0.04	TRUE	TRUE
YBR238C	0.09	0.04	TRUE	TRUE
YBR240C	0.09	0.04	TRUE	TRUE
YBR245C	0.09	0.04	TRUE	TRUE
YBR247C	0.09	0.04	TRUE	TRUE
YBR250W	0.09	0.04	TRUE	TRUE
YBR251W	0.09	0.04	TRUE	TRUE
YBR255W	0.09	0.04	TRUE	TRUE
YBR257W	0.09	0.04	TRUE	TRUE
YBR259W	0.09	0.04	TRUE	TRUE
YBR266C	0.09	0.04	TRUE	TRUE
YBR267W	0.09	0.04	TRUE	TRUE
YBR270C	0.09	0.04	TRUE	TRUE
YBR271W	0.09	0.04	TRUE	TRUE
YBR272C	0.09	0.04	TRUE	TRUE
YBR273C	0.09	0.04	TRUE	TRUE
YBR275C	0.09	0.04	TRUE	TRUE
YBR277C	0.09	0.04	TRUE	TRUE
YBR278W	0.09	0.04	TRUE	TRUE
YBR281C	0.09	0.04	TRUE	TRUE
YBR284W	0.09	0.04	TRUE	TRUE
YBR285W	0.09	0.05	TRUE	TRUE
YBR289W	0.09	0.04	TRUE	TRUE
YBR292C	0.09	0.04	TRUE	TRUE
YBR294W	0.09	0.04	TRUE	TRUE
YBR295W	0.09	0.04	TRUE	TRUE
YBR296C	0.09	0.04	TRUE	TRUE
YBR298C	0.09	0.04	TRUE	TRUE
YBR299W	0.09	0.04	TRUE	TRUE
YBR300C	0.09	0.04	TRUE	TRUE
YCL003W	0.09	0.04	TRUE	TRUE
YCL004W	0.09	0.04	TRUE	TRUE
YCL005W	0.09	0.04	TRUE	TRUE
YCL006C	0.09	0.04	TRUE	TRUE
YCL007C	0.09	0.04	TRUE	TRUE
YCL010C	0.09	0.04	TRUE	TRUE
YCL012W	0.09	0.04	TRUE	TRUE
YCL013W	0.09	0.04	TRUE	TRUE
YCL014W	0.09	0.04	TRUE	TRUE
YCL020W	0.09	0.04	TRUE	TRUE
YCL021W	0.09	0.04	TRUE	TRUE
YCL022C	0.09	0.04	TRUE	TRUE
YCL023C	0.09	0.04	TRUE	TRUE
YCL024W	0.09	0.04	TRUE	TRUE
YCL026C	0.09	0.04	TRUE	TRUE
YCL031C	0.09	0.04	TRUE	TRUE
YCL032W	0.09	0.04	TRUE	TRUE
YCL041C	0.09	0.04	TRUE	TRUE
YCL046W	0.09	0.04	TRUE	TRUE
YCL048W	0.09	0.04	TRUE	TRUE
YCL051W	0.09	0.04	TRUE	TRUE
YCL052C	0.09	0.05	TRUE	TRUE
YCL053C	0.09	0.04	TRUE	TRUE
YCL054W	0.09	0.04	TRUE	TRUE
YCL055W	0.09	0.04	TRUE	TRUE
YCL058C	0.09	0.04	TRUE	TRUE
YCL059C	0.09	0.04	TRUE	TRUE
YCL060C	0.09	0.04	TRUE	TRUE
YCL061C	0.09	0.04	TRUE	TRUE
YCL062W	0.09	0.04	TRUE	TRUE
YCL063W	0.09	0.04	TRUE	TRUE
YCL065W	0.09	0.04	TRUE	TRUE
YCL068C	0.09	0.04	TRUE	TRUE
YCL069W	0.09	0.04	TRUE	TRUE
YCL074W	0.09	0.04	TRUE	TRUE
YCL075W	0.09	0.04	TRUE	TRUE
YCL076W	0.09	0.04	TRUE	TRUE
YCLX01W	0.09	0.04	TRUE	TRUE
YCLX02C	0.09	0.04	TRUE	TRUE
YCLX03C	0.09	0.04	TRUE	TRUE
YCLX04W	0.09	0.04	TRUE	TRUE
YCLX05C	0.09	0.04	TRUE	TRUE
YCLX07W	0.09	0.04	TRUE	TRUE
YCLX08C	0.09	0.04	TRUE	TRUE
YCLX09W	0.09	0.04	TRUE	TRUE
YCLX10C	0.09	0.04	TRUE	TRUE
YCLX11W	0.09	0.04	TRUE	TRUE
YCR001W	0.09	0.04	TRUE	TRUE
YCR003W	0.09	0.06	TRUE	TRUE
YCR006C	0.09	0.04	TRUE	TRUE
YCR007C	0.09	0.04	TRUE	TRUE
YCR010C	0.09	0.04	TRUE	TRUE
YCR014C	0.09	0.04	TRUE	TRUE
YCR015C	0.09	0.04	TRUE	TRUE
YCR016W	0.09	0.04	TRUE	TRUE
YCR019W	0.09	0.04	TRUE	TRUE
YCR022C	0.09	0.04	TRUE	TRUE
YCR024C	0.09	0.04	TRUE	TRUE
YCR025C	0.09	0.04	TRUE	TRUE
YCR026C	0.09	0.04	TRUE	TRUE
YCR027C	0.09	0.04	TRUE	TRUE
YCR028C	0.09	0.04	TRUE	TRUE
YCR032W	0.09	0.04	TRUE	TRUE
YCR033W	0.09	0.04	TRUE	TRUE
YCR038C	0.09	0.04	TRUE	TRUE
YCR041W	0.09	0.04	TRUE	TRUE
YCR042C	0.09	0.04	TRUE	TRUE
YCR045C	0.09	0.04	TRUE	TRUE
