orf	name	YPD0.1_rpkb	YPD0.2_rpkb	YPD15.1_rpkb	YPD15.2_rpkb	HS15.1_rpkb	HS15.2_rpkb	YPD0_rpkb	YPD15_rpkb	HS15_rpkb	YPD0_copies_per_cell	YPD15_copies_per_cell	HS15_copies_per_cell
YBL006W-A	NA	468.46	420.93	475.25	325.88	699.29	305.52	444.7	400.57	502.4	1.64	1.63	2.08
YBL006C	LDB7	387.94	371.15	410.32	287.22	546.47	268.57	379.55	348.77	407.52	1.4	1.42	1.69
YBL005W	PDR3	110.87	133.93	85.39	67.14	71.62	67.83	122.4	76.26	69.72	0.45	0.31	0.29
YBL004W	UTP20	103.45	43.22	52.8	37.68	6.62	3.11	73.33	45.24	4.86	0.27	0.18	0.02
YBL003C	HTA2	6596.2	5197.11	5882.53	4910.94	4663.62	2564.99	5896.66	5396.73	3614.31	21.77	21.91	14.98
YBL002W	HTB2	3283.96	2971.34	2792.71	2131.75	2998.14	1932.27	3127.65	2462.23	2465.2	11.55	9.99	10.21
YBL001C	ECM15	1007.33	1403.86	1068.09	1122.45	3309.79	1848.37	1205.6	1095.27	2579.08	4.45	4.45	10.69
YBR001C	NTH2	106.13	120.37	154.88	138.49	422.37	364.99	113.25	146.69	393.68	0.42	0.6	1.63
YBR002C	RER2	199.15	209.69	178.06	124.18	164.01	97.23	204.42	151.12	130.62	0.75	0.61	0.54
YBR003W	COQ1	206.28	280.97	259.63	263.19	445.29	342.86	243.63	261.41	394.07	0.9	1.06	1.63
YBR004C	GPI18	107.08	96.22	107.86	79.92	65.96	38.8	101.65	93.89	52.38	0.38	0.38	0.22
YBR005W	RCR1	68.06	96.54	75.97	117.12	156.69	132.95	82.3	96.54	144.82	0.3	0.39	0.6
YBR006W	UGA2	77.3	112.56	100.36	93.58	339.04	225.8	94.93	96.97	282.42	0.35	0.39	1.17
YBR007C	DSF2	116.08	148.99	77.69	79.06	77.69	71.75	132.53	78.38	74.72	0.49	0.32	0.31
YBR008C	FLR1	112.52	147.56	69.48	71.32	72.55	46.11	130.04	70.4	59.33	0.48	0.29	0.25
YBR009C	HHF1	4351.27	3603.4	4157.02	3001.21	4225.01	2467.02	3977.34	3579.12	3346.01	14.68	14.53	13.86
YBR010W	HHT1	6026.23	5389.02	5505.59	4238.95	5831.96	3733.85	5707.62	4872.27	4782.9	21.07	19.78	19.82
YBR011C	IPP1	3286.04	3382.06	3151.36	3185.32	3085.78	2742.66	3334.05	3168.34	2914.22	12.31	12.86	12.07
YBR012C	NA	43	191.12	38.22	45.39	23.89	28.67	117.06	41.81	26.28	0.43	0.17	0.11
YBR013C	NA	116.27	142.1	98.18	90.43	284.21	193.78	129.19	94.31	238.99	0.48	0.38	0.99
YBR014C	NA	352.67	344.43	405.41	309.83	789.4	509.24	348.55	357.62	649.32	1.29	1.45	2.69
YBR015C	MNN2	356.44	384.03	371.08	341.8	241.57	215.66	370.23	356.44	228.61	1.37	1.45	0.95
YBR016W	NA	594.45	615.59	554.82	475.56	850.73	533.69	605.02	515.19	692.21	2.23	2.09	2.87
YBR017C	KAP104	253.66	230.2	214.44	229.47	151.76	174.12	241.93	221.95	162.94	0.89	0.9	0.68
YBR018C	GAL7	16.52	22.94	18.35	12.85	57.81	39.46	19.73	15.6	48.64	0.07	0.06	0.2
YBR019C	GAL10	20.64	24	20.16	17.28	47.04	52.81	22.32	18.72	49.92	0.08	0.08	0.21
YBR020W	GAL1	50.39	49.75	31.25	27.43	15.95	12.76	50.07	29.34	14.35	0.18	0.12	0.06
YBR021W	FUR4	79.67	64.27	81.26	70.64	18.06	11.68	71.97	75.95	14.87	0.27	0.31	0.06
YBR022W	POA1	189.74	176.46	159.38	130.92	394.66	208.71	183.1	145.15	301.68	0.68	0.59	1.25
YBR023C	CHS3	153.01	157.63	160.51	135.11	75.64	82.28	155.32	147.81	78.96	0.57	0.6	0.33
YBR024W	SCO2	236.32	403.19	244.16	269.91	515.19	391.99	319.75	257.03	453.59	1.18	1.04	1.88
YBR025C	OLA1	2249.28	1949.38	1811.35	1722.74	2398.38	2189.64	2099.33	1767.05	2294.01	7.75	7.17	9.5
YBR026C	ETR1	376.12	444.1	394.66	409.67	1237.83	965.01	410.11	402.16	1101.42	1.51	1.63	4.56
YBR027C	NA	87.92	93.99	93.99	75.8	103.08	72.76	90.96	84.89	87.92	0.34	0.34	0.36
YBR028C	NA	245.32	287.49	230.63	212.74	100.94	94.55	266.4	221.68	97.75	0.98	0.9	0.4
YBR029C	CDS1	299.83	234.27	325.62	293.2	204.06	211.43	267.05	309.41	207.75	0.99	1.26	0.86
YBR030W	NA	107.46	101.96	94.03	86.09	32.36	27.48	104.71	90.06	29.92	0.39	0.37	0.12
YBR031W	RPL4A	5996.88	4285.27	4560.12	3510.67	1086.93	437.27	5141.07	4035.4	762.1	18.98	16.38	3.16
YBR032W	NA	23.37	6.68	20.03	13.36	50.08	36.73	15.03	16.69	43.41	0.06	0.07	0.18
YBR033W	EDS1	21.27	22	22.37	20.54	53.91	43.28	21.64	21.45	48.59	0.08	0.09	0.2
YBR034C	HMT1	506.94	324.44	393	265.54	55.04	26.07	415.69	329.27	40.56	1.53	1.34	0.17
YBR035C	PDX3	542.38	768.74	607.06	645.27	1086.23	754.04	655.56	626.16	920.14	2.42	2.54	3.81
YBR036C	CSG2	498.34	511.5	532.05	486	557.55	443.24	504.92	509.03	500.39	1.86	2.07	2.07
YBR037C	SCO1	157.1	239.07	204.91	226.54	465.61	270.94	198.08	215.73	368.28	0.73	0.88	1.53
YBR038W	CHS2	154.97	153.57	169.31	145.53	138.18	181.56	154.27	157.42	159.87	0.57	0.64	0.66
YBR039W	ATP3	907.74	893.69	962.85	1230.85	1121.71	935.84	900.72	1096.85	1028.77	3.32	4.45	4.26
YBR040W	FIG1	14.61	6.74	11.24	11.24	3.37	7.87	10.67	11.24	5.62	0.04	0.05	0.02
YBR041W	FAT1	287.12	302.71	320.81	297.18	226.78	122.69	294.92	308.99	174.74	1.09	1.25	0.72
YBR042C	CST26	196.23	248.67	182.7	171.7	164.09	98.96	222.45	177.2	131.52	0.82	0.72	0.54
YBR043C	QDR3	94.2	118.6	79.07	62.47	51.74	40.02	106.4	70.77	45.88	0.39	0.29	0.19
YBR044C	TCM62	88.96	112.37	98.32	84.28	137.54	83.11	100.67	91.3	110.32	0.37	0.37	0.46
YBR045C	GIP1	15.79	22.81	15.79	17.55	59.07	30.41	19.3	16.67	44.74	0.07	0.07	0.19
YBR046C	ZTA1	181.7	310.2	267.03	269.04	816.16	710.75	245.95	268.04	763.46	0.91	1.09	3.16
YBR047W	NA	61.31	116.88	30.66	49.82	137.95	61.31	89.09	40.24	99.63	0.33	0.16	0.41
YBR048W	RPS11B	5826.8	4977.32	5294.85	4944.33	1698.97	1583.51	5402.06	5119.59	1641.24	19.94	20.78	6.8
YBR049C	REB1	172.22	133.72	177.6	150.27	149.86	143.24	152.97	163.94	146.55	0.56	0.67	0.61
YBR051W	NA	20.19	69.21	60.56	69.21	5.77	11.54	44.7	64.89	8.65	0.17	0.26	0.04
YBR050C	REG2	32.71	68.4	82.28	87.23	31.72	11.9	50.56	84.75	21.81	0.19	0.34	0.09
YBR052C	RFS1	927.92	1321.73	1155.92	1151.13	3506.01	2672.16	1124.83	1153.52	3089.09	4.15	4.68	12.8
YBR053C	NA	236.98	342.83	274.45	302.55	1055.66	739.05	289.91	288.5	897.35	1.07	1.17	3.72
YBR054W	YRO2	191.35	854.12	128.57	158.47	2123.83	1645.45	522.74	143.52	1884.64	1.93	0.58	7.81
YBR055C	PRP6	125.31	112.26	107.41	86.15	66.76	59.3	118.79	96.78	63.03	0.44	0.39	0.26
YBR056W	NA	263.78	395	362.03	374.81	1250.27	837.1	329.39	368.42	1043.68	1.22	1.5	4.32
YBR056W-A	NA	25.15	20.12	20.12	30.18	20.12	30.18	22.64	25.15	25.15	0.08	0.1	0.1
YBR056C-B	NA	31.87	19.12	19.12	19.12	19.12	31.87	25.5	19.12	25.5	0.09	0.08	0.11
YBR057C	MUM2	211.51	247.22	239.9	174.89	207.85	142.84	229.37	207.39	175.35	0.85	0.84	0.73
YBR058C	UBP14	162.53	145.76	130.71	136.3	122.11	134.58	154.14	133.5	128.34	0.57	0.54	0.53
YBR058C-A	TSC3	678.34	649.21	636.73	645.05	1144.44	611.76	663.78	640.89	878.1	2.45	2.6	3.64
YBR059C	AKL1	159.57	199.31	188.08	192.03	235.41	295.47	179.44	190.05	265.44	0.66	0.77	1.1
YBR060C	ORC2	128.97	101.34	110.55	95.38	68.28	49.31	115.16	102.96	58.8	0.43	0.42	0.24
YBR061C	TRM7	150.43	122.29	120.13	115.8	30.3	23.81	136.36	117.97	27.06	0.5	0.48	0.11
YBR062C	NA	222.89	261.9	182.03	217.32	774.55	404.92	242.4	199.67	589.74	0.89	0.81	2.44
YBR064W	NA	89.32	108.12	63.46	44.66	119.87	105.77	98.72	54.06	112.82	0.36	0.22	0.47
YBR063C	NA	115.31	136.05	63.88	61.39	166.74	140.2	125.68	62.63	153.47	0.46	0.25	0.64
YBR065C	ECM2	67.22	81.96	43.28	47.89	111.43	131.69	74.59	45.58	121.56	0.28	0.19	0.5
YBR066C	NRG2	138.62	280.29	170.61	149.29	396.06	319.9	209.46	159.95	357.98	0.77	0.65	1.48
YBR067C	TIP1	2139.25	10123.53	2159.46	2279.06	7034.25	6618.19	6131.39	2219.26	6826.22	22.63	9.01	28.28
YBR068C	BAP2	572.1	631.8	492.5	359.29	599.18	415.12	601.95	425.9	507.15	2.22	1.73	2.1
YBR069C	TAT1	555.47	335.68	480.39	345.47	83.78	52.77	445.57	412.93	68.28	1.64	1.68	0.28
YBR070C	ALG14	185.16	147	183.75	122.97	158.3	83.39	166.08	153.36	120.85	0.61	0.62	0.5
YBR071W	NA	240.85	237.66	237.66	205.76	309.43	178.64	239.25	221.71	244.04	0.88	0.9	1.01
YBR072W	HSP26	207.62	1612.16	234.35	272.1	62613.28	37834.72	909.89	253.23	50224	3.36	1.03	208.1
YBR072C-A	NA	31.25	18.75	6.25	18.75	18.75	43.75	25	12.5	31.25	0.09	0.05	0.13
YBR073W	RDH54	229.04	197.31	180.9	169.59	56.89	49.24	213.17	175.24	53.07	0.79	0.71	0.22
YBR074W	NA	180.02	162.09	153.12	140.02	91.39	78.63	171.05	146.57	85.01	0.63	0.59	0.35
YBR076W	ECM8	8.91	22.78	21.79	17.83	43.58	30.7	15.85	19.81	37.14	0.06	0.08	0.15
YBR076C-A	NA	110.58	137.27	163.97	91.52	186.84	114.39	123.93	127.74	150.62	0.46	0.52	0.62
YBR077C	SLM4	222.53	245.19	271.98	247.25	358.52	255.49	233.86	259.62	307.01	0.86	1.05	1.27
YBR078W	ECM33	5807.96	5810.11	5606.8	5527.34	2260.04	2012.35	5809.04	5567.07	2136.2	21.44	22.6	8.85
YBR079C	RPG1	710.29	525.83	571.86	522.69	130.06	133.2	618.06	547.28	131.63	2.28	2.22	0.55
YBR080C	SEC18	251.07	253.72	240	248.85	229.37	215.2	252.39	244.42	222.28	0.93	0.99	0.92
YBR081C	SPT7	116.29	124.85	113.52	111	82.31	112.01	120.57	112.26	97.16	0.45	0.46	0.4
YBR082C	UBC4	1931.19	2038.1	2060.85	1835.66	7651.98	3760.02	1984.65	1948.25	5706	7.33	7.91	23.64
YBR083W	TEC1	391.38	606.11	464.11	399.69	451.64	267.38	498.74	431.9	359.51	1.84	1.75	1.49
YBR084W	MIS1	376.54	254.38	297.41	308.52	41.64	44.77	315.46	302.97	43.21	1.16	1.23	0.18
YBR084C-A	RPL19A	6930.45	5797.84	6033.69	4864.79	1625.05	1536.93	6364.15	5449.24	1580.99	23.49	22.12	6.55
YBR085W	AAC3	76.86	237.18	68.08	54.9	81.26	81.26	157.02	61.49	81.26	0.58	0.25	0.34
YBR085C-A	NA	308.95	414.53	387.16	273.75	16581.39	7958.29	361.74	330.45	12269.84	1.34	1.34	50.84
YBR086C	IST2	517.13	560.9	571.23	563.04	345.94	453.07	539.02	567.13	399.5	1.99	2.3	1.66
YBR087W	RFC5	185.1	179.4	164.21	120.55	117.7	101.57	182.25	142.38	109.63	0.67	0.58	0.45
YBR089W	NA	682.69	501.09	679.32	543.12	174.88	95.85	591.89	611.22	135.36	2.18	2.48	0.56
YBR088C	POL30	772.14	547.26	695.45	579.75	192.38	92.29	659.7	637.6	142.34	2.44	2.59	0.59
YBR089C-A	NHP6B	756.8	707.77	888.55	759.86	2086.56	1115.28	732.29	824.21	1600.92	2.7	3.35	6.63
YBR090C	NA	194.74	159.96	203.08	200.3	520.23	265.68	177.35	201.69	392.95	0.65	0.82	1.63
YBR091C	MRS5	222.82	189.24	164.82	149.56	143.46	100.72	206.03	157.19	122.09	0.76	0.64	0.51
YBR092C	PHO3	596.54	456.3	368.9	353.66	97.56	85.37	526.42	361.28	91.46	1.94	1.47	0.38
YBR093C	PHO5	742.38	603.39	721.42	572.51	164.36	132.37	672.89	646.96	148.37	2.48	2.63	0.61
YBR094W	PBY1	122.57	110.94	126.6	112.28	107.36	81.86	116.76	119.44	94.61	0.43	0.48	0.39
YBR095C	RXT2	111.48	123.95	105.24	82.63	109.92	48.33	117.72	93.94	79.13	0.43	0.38	0.33
YBR096W	NA	396.45	329.41	424.15	317.75	789.99	448.93	362.93	370.95	619.46	1.34	1.51	2.57
YBR097W	VPS15	49.49	54.58	43.48	46.95	46.95	50.42	52.04	45.22	48.68	0.19	0.18	0.2
YBR098W	MMS4	55.63	61	40.01	36.11	88.32	38.55	58.31	38.06	63.44	0.22	0.15	0.26
YBR099C	NA	79.17	116.12	34.31	31.67	200.57	50.14	97.65	32.99	125.36	0.36	0.13	0.52
YBR101C	FES1	307.26	233.33	301.49	323.43	5017.86	4526.93	270.3	312.46	4772.39	1	1.27	19.77
YBR102C	EXO84	94.84	109.53	92.17	82.37	97.95	87.71	102.18	87.27	92.83	0.38	0.35	0.38
YBR103W	SIF2	137.09	133.93	125.08	129.5	149.09	112.45	135.51	127.29	130.77	0.5	0.52	0.54
YBR103C-A	NA	7.07	14.13	0	7.07	21.2	7.07	10.6	3.53	14.13	0.04	0.01	0.06
YBR104W	YMC2	151.7	168.1	74.82	65.6	9.22	5.12	159.9	70.21	7.17	0.59	0.29	0.03
YBR105C	VID24	247.11	312.13	192.3	142.13	258.25	154.21	279.62	167.22	206.23	1.03	0.68	0.85
YBR106W	PHO88	3191.18	2484.61	2774.39	2772.6	1316.54	901.54	2837.89	2773.5	1109.04	10.48	11.26	4.6
YBR107C	IML3	118.88	159.87	124.35	107.95	114.78	75.15	139.38	116.15	94.97	0.51	0.47	0.39
YBR108W	NA	81.84	77.17	83.27	82.91	110.19	134.96	79.5	83.09	122.57	0.29	0.34	0.51
YBR109C	CMD1	1340.91	1406.82	1329.55	1256.82	1656.82	1209.09	1373.86	1293.18	1432.95	5.07	5.25	5.94
YBR109W-A	NA	35.85	26.89	53.78	35.85	40.34	31.37	31.37	44.82	35.85	0.12	0.18	0.15
YBR110W	ALG1	221.5	193.07	223.75	212.52	146.67	127.96	207.28	218.13	137.32	0.77	0.89	0.57
YBR111C	YSA1	896.09	1287.58	994.68	962.78	2067.67	1358.63	1091.83	978.73	1713.15	4.03	3.97	7.1
YBR111W-A	SUS1	243.34	253.77	243.34	219	542.29	326.77	248.55	231.17	434.53	0.92	0.94	1.8
YBR113W	NA	127.79	134.28	129.95	101.8	58.48	119.12	131.04	115.87	88.8	0.48	0.47	0.37
YBR112C	CYC8	321.99	326.46	294.82	281.04	248.29	338	324.22	287.93	293.14	1.2	1.17	1.21
YBR114W	RAD16	46.19	53.46	44.48	34.64	156.95	124.02	49.82	39.56	140.49	0.18	0.16	0.58
YBR115C	LYS2	180.47	261.89	145.68	127.56	44.7	52.18	221.18	136.62	48.44	0.82	0.55	0.2
YBR116C	NA	15.35	28.78	17.27	11.51	456.59	341.49	22.06	14.39	399.04	0.08	0.06	1.65
YBR117C	TKL2	34.62	28.68	18.3	10.38	270.5	270	31.65	14.34	270.25	0.12	0.06	1.12
YBR118W	TEF2	12710.71	11015.95	10551.25	9567.2	9321.18	6478.36	11863.33	10059.23	7899.77	43.79	40.83	32.73
YBR119W	MUD1	135.48	151.28	150.16	123.06	188.54	79.03	143.38	136.61	133.78	0.53	0.55	0.55
YBR120C	CBP6	199.88	187.52	249.33	228.73	346.18	236.97	193.7	239.03	291.58	0.72	0.97	1.21
YBR121C-A	NA	1651.67	1003.71	1264.16	1467.44	590.79	476.44	1327.69	1365.8	533.62	4.9	5.54	2.21
YBR121C	GRS1	1710.62	1238.77	1486.53	1490.05	562.48	551.91	1474.7	1488.29	557.2	5.44	6.04	2.31
YBR122C	MRPL36	508.19	481.74	511.96	460.96	623.43	472.29	494.96	486.46	547.86	1.83	1.97	2.27
YBR124W	NA	61.94	56.3	59.12	19.71	28.15	28.15	59.12	39.41	28.15	0.22	0.16	0.12
YBR123C	TFC1	123.07	115.83	113.76	109.62	96.18	79.11	119.45	111.69	87.65	0.44	0.45	0.36
YBR125C	PTC4	120.3	92.14	122.86	72.52	114.33	46.92	106.22	97.69	80.63	0.39	0.4	0.33
YBR126C	TPS1	496.56	837.56	955.76	966.63	6085.76	5359.6	667.06	961.2	5722.68	2.46	3.9	23.71
YBR126W-A	NA	1322.14	2383.78	1872.62	1779.23	4777.39	3396.27	1852.96	1825.93	4086.83	6.84	7.41	16.93
YBR126W-B	NA	1464.62	2653.3	2165.09	2115.57	5490.57	4160.38	2058.96	2140.33	4825.47	7.6	8.69	19.99
YBR127C	VMA2	2737.1	3530.18	2594.21	2794.26	1919.35	1989.5	3133.64	2694.24	1954.42	11.57	10.94	8.1
YBR128C	ATG14	37.01	74.02	48.7	37.98	143.17	72.07	55.51	43.34	107.62	0.2	0.18	0.45
YBR129C	OPY1	174.65	216.53	184.87	153.2	157.29	77.62	195.59	169.04	117.46	0.72	0.69	0.49
YBR130C	SHE3	242.19	265.86	252.45	230.36	177.5	161.73	254.03	241.4	169.61	0.94	0.98	0.7
YBR131W	CCZ1	58.83	67.44	38.27	31.09	42.09	37.79	63.14	34.68	39.94	0.23	0.14	0.17
YBR131C-A	NA	11.28	22.57	22.57	22.57	22.57	22.57	16.93	22.57	22.57	0.06	0.09	0.09
YBR132C	AGP2	88.71	132.22	120.92	137.87	227.71	241.84	110.46	129.39	234.77	0.41	0.53	0.97
YBR134W	NA	27.65	37.71	25.14	17.6	32.68	25.14	32.68	21.37	28.91	0.12	0.09	0.12
YBR133C	HSL7	157.09	166.45	138.37	77.33	108.26	55.76	161.77	107.85	82.01	0.6	0.44	0.34
YBR135W	CKS1	305.6	261.28	321.93	207.62	331.26	177.29	283.44	264.77	254.28	1.05	1.07	1.05
YBR136W	MEC1	27.31	24.04	15.93	16.78	16.93	25.32	25.67	16.36	21.12	0.09	0.07	0.09
YBR137W	NA	190.28	207.24	280.71	211.01	1083.29	687.65	198.76	245.86	885.47	0.73	1	3.67
YBR138C	NA	72.98	65.3	73.62	65.94	165.8	99.23	69.14	69.78	132.52	0.26	0.28	0.55
YBR139W	NA	327.84	513.95	427.19	405.33	1183.54	951.07	420.9	416.26	1067.31	1.55	1.69	4.42
YBR140C	IRA1	88.47	95.55	66.6	61.7	44.62	70.52	92.01	64.15	57.57	0.34	0.26	0.24
YBR141W-A	NA	74.07	42.33	31.75	52.91	63.49	10.58	58.2	42.33	37.04	0.21	0.17	0.15
YBR141C	NA	56.67	34.8	42.75	38.78	39.77	24.86	45.74	40.77	32.31	0.17	0.17	0.13
YBR142W	MAK5	188.49	81.16	114.32	95.55	17.89	11.78	134.82	104.94	14.84	0.5	0.43	0.06
YBR143C	SUP45	1369.78	958.47	1164.12	1086.62	326.14	207.19	1164.12	1125.37	266.67	4.3	4.57	1.1
YBR144C	NA	3.21	0	0	0	6.43	6.43	1.61	0	6.43	0.01	0	0.03
YBR145W	ADH5	280.39	631.35	300.69	320.99	128.59	85.08	455.87	310.84	106.84	1.68	1.26	0.44
YBR146W	MRPS9	412.77	457.56	456.35	473.29	470.87	291.72	435.16	464.82	381.3	1.61	1.89	1.58
YBR147W	NA	35.15	98.65	52.16	75.97	290.28	200.7	66.9	64.07	245.49	0.25	0.26	1.02
YBR148W	YSW1	22.14	24.36	21.04	15.5	29.34	37.09	23.25	18.27	33.22	0.09	0.07	0.14
YBR149W	ARA1	986.01	1388.44	1169.11	1167.15	3170.49	2425.36	1187.22	1168.13	2797.93	4.38	4.74	11.59
YBR150C	TBS1	45.03	50.34	38.77	40.34	57.85	46.9	47.68	39.55	52.37	0.18	0.16	0.22
YBR151W	APD1	530.11	680.5	634.64	638.9	917.29	641.04	605.31	636.77	779.17	2.23	2.58	3.23
YBR152W	SPP381	72.16	59.35	51.21	39.57	25.6	33.75	65.76	45.39	29.68	0.24	0.18	0.12
YBR153W	RIB7	150.35	179.32	143.46	100.7	86.9	51.04	164.84	122.08	68.97	0.61	0.5	0.29
YBR154C	RPB5	886.18	601.67	618.77	592.34	321.82	212.99	743.93	605.56	267.41	2.75	2.46	1.11
YBR155W	CNS1	195.02	101.02	126.5	112.45	47.44	28.11	148.02	119.47	37.77	0.55	0.48	0.16
YBR156C	SLI15	76.47	86.57	65.41	68.78	51.46	51.46	81.52	67.1	51.46	0.3	0.27	0.21
YBR157C	ICS2	169.71	303.9	178.92	148.66	439.4	298.64	236.8	163.79	369.02	0.87	0.66	1.53
YBR158W	AMN1	674.69	607.84	550.18	472.28	394.39	269.88	641.26	511.23	332.13	2.37	2.08	1.38
YBR159W	NA	846.45	850.33	838.71	843.55	748.64	558.82	848.39	841.13	653.73	3.13	3.41	2.71
YBR160W	CDC28	211.2	160.38	228.14	225.88	324.14	220.24	185.79	227.01	272.19	0.69	0.92	1.13
YBR161W	CSH1	122.5	136.81	148.44	134.13	355.89	255.74	129.66	141.28	305.81	0.48	0.57	1.27
YBR162C	TOS1	3197.63	2946.98	3086.39	2887.65	1112.35	1108.64	3072.3	2987.02	1110.49	11.34	12.12	4.6
YBR162W-A	YSY6	1098.84	996.15	1032.09	836.97	616.17	344.03	1047.5	934.53	480.1	3.87	3.79	1.99
YBR163W	DEM1	157.51	134.51	121.87	99.45	70.13	52.31	146.01	110.66	61.22	0.54	0.45	0.25
YBR164C	ARL1	655.01	552.84	691.5	567.43	521.82	348.49	603.92	629.47	435.15	2.23	2.56	1.8
YBR165W	UBS1	111.57	84.89	124.91	98.23	154.01	94.59	98.23	111.57	124.3	0.36	0.45	0.52
YBR166C	TYR1	174.2	219.42	181.61	170.49	142.32	99.33	196.81	176.05	120.83	0.73	0.71	0.5
YBR167C	POP7	95.12	121.27	116.52	90.36	107	85.6	108.19	103.44	96.3	0.4	0.42	0.4
YBR168W	PEX32	70.84	95.26	87.94	78.98	116.43	87.12	83.05	83.46	101.78	0.31	0.34	0.42
YBR169C	SSE2	109.28	264.71	151.05	203.02	2142.43	2305.14	187	177.04	2223.79	0.69	0.72	9.21
YBR170C	NPL4	123.8	109.34	112.81	102.98	248.76	172.4	116.57	107.89	210.58	0.43	0.44	0.87
YBR171W	SEC66	620.79	517.87	537.47	499.9	442.72	261.38	569.33	518.68	352.05	2.1	2.11	1.46
YBR172C	SMY2	237.39	226.93	187.82	178.72	72.76	60.03	232.16	183.27	66.4	0.86	0.74	0.28
YBR173C	UMP1	578.23	487.53	526.08	444.44	884.35	455.78	532.88	485.26	670.07	1.97	1.97	2.78
YBR175W	SWD3	125.03	107.93	107.93	80.15	125.03	67.33	116.48	94.04	96.18	0.43	0.38	0.4
YBR174C	NA	83.41	44.91	54.54	44.91	67.37	64.16	64.16	49.73	65.77	0.24	0.2	0.27
YBR176W	ECM31	104.5	90.5	99.12	65.72	129.28	100.19	97.5	82.42	114.74	0.36	0.33	0.48
YBR178W	NA	64.75	37.77	102.52	83.63	148.38	175.36	51.26	93.08	161.87	0.19	0.38	0.67
YBR177C	EHT1	346.58	205.71	417.39	452.42	716.27	766.96	276.15	434.91	741.61	1.02	1.77	3.07
YBR179C	FZO1	122.58	99.4	106.08	118.26	101.76	83.68	110.99	112.17	92.72	0.41	0.46	0.38
YBR180W	DTR1	8.23	5.88	5.29	5.29	7.64	4.7	7.05	5.29	6.17	0.03	0.02	0.03
YBR181C	RPS6B	5654.16	4193.96	5357.73	3930.47	1251.6	845.38	4924.06	4644.1	1048.49	18.18	18.85	4.34
YBR182C	SMP1	15.62	12.64	11.16	10.41	28.26	14.13	14.13	10.78	21.2	0.05	0.04	0.09
YBR182C-A	NA	10.34	5.17	5.17	5.17	15.51	20.68	7.75	5.17	18.09	0.03	0.02	0.07
YBR183W	YPC1	112.77	157.45	203.19	185.11	668.09	465.96	135.11	194.15	567.02	0.5	0.79	2.35
YBR184W	NA	34.11	19.95	28.32	21.24	29.61	23.82	27.03	24.78	26.71	0.1	0.1	0.11
YBR185C	MBA1	166.37	172.39	189.27	202.53	268.84	173.6	169.38	195.9	221.22	0.63	0.8	0.92
YBR186W	PCH2	32.28	34.67	19.13	25.1	28.09	14.35	33.47	22.12	21.22	0.12	0.09	0.09
YBR187W	GDT1	798.6	714.54	719.34	548.81	294.22	145.31	756.57	634.08	219.76	2.79	2.57	0.91
YBR188C	NTC20	135.77	150.06	157.21	181.02	154.82	78.6	142.91	169.11	116.71	0.53	0.69	0.48
YBR189W	RPS9B	11601.53	9669.55	10208.09	8725.3	1555.24	1557.66	10635.54	9466.69	1556.45	39.26	38.43	6.45
YBR190W	NA	61.97	32.62	58.71	29.36	26.09	16.31	47.3	44.03	21.2	0.17	0.18	0.09
YBR191W	RPL21A	10289.83	8360.04	9332.13	7751.57	1620.16	1173.72	9324.93	8541.85	1396.94	34.42	34.67	5.79
YBR191W-A	NA	6651.08	4661.1	4968.28	4514.19	1015.03	534.22	5656.09	4741.23	774.62	20.88	19.25	3.21
YBR192W	RIM2	178.05	171.79	151.21	136	78.74	54.58	174.92	143.6	66.66	0.65	0.58	0.28
YBR193C	MED8	96.42	100.94	120.52	106.96	219.95	129.56	98.68	113.74	174.75	0.36	0.46	0.72
YBR194W	NA	101.12	68.32	81.99	71.05	210.43	71.05	84.72	76.52	140.74	0.31	0.31	0.58
YBR195C	MSI1	94.02	108.36	94.02	84.46	49.4	31.87	101.19	89.24	40.64	0.37	0.36	0.17
YBR196C	PGI1	6232.48	6080.84	5678.3	5527.87	3363.5	3163.74	6156.66	5603.09	3263.62	22.73	22.74	13.52
YBR196C-A	NA	47.32	27.04	6.76	40.56	6.76	0	37.18	23.66	3.38	0.14	0.1	0.01
YBR196C-B	NA	125.05	57.72	38.48	48.1	9.62	0	91.38	43.29	4.81	0.34	0.18	0.02
YBR197C	NA	133.09	191.9	119.16	105.24	91.31	58.81	162.5	112.2	75.06	0.6	0.46	0.31
YBR198C	TAF5	203.75	195.33	169.65	174.28	129.66	118.29	199.54	171.96	123.97	0.74	0.7	0.51
YBR199W	KTR4	514.04	651.26	640.37	632.38	859.63	573.57	582.65	636.37	716.6	2.15	2.58	2.97
YBR200W	BEM1	149.88	178.63	143.15	157.22	146.21	133.98	164.26	150.19	140.09	0.61	0.61	0.58
YBR200W-A	NA	0	30.73	6.15	0	12.29	6.15	15.36	3.07	9.22	0.06	0.01	0.04
YBR201W	DER1	96.93	136.65	131.89	119.17	343.22	173.2	116.79	125.53	258.21	0.43	0.51	1.07
YBR201C-A	NA	54.52	208.18	64.44	74.35	84.26	74.35	131.35	69.39	79.31	0.48	0.28	0.33
YBR202W	MCM7	124.14	141.41	118.11	105.66	55.84	48.61	132.77	111.88	52.23	0.49	0.45	0.22
YBR203W	COS111	26.25	36.82	42.66	58.34	59.79	57.97	31.54	50.5	58.88	0.12	0.2	0.24
YBR204C	NA	190.38	247.58	201.1	213.62	402.2	260.99	218.98	207.36	331.6	0.81	0.84	1.37
