#ORF	TR 1 (mol/min)	TR 2 (mol/min)	TR 3 (mol/min)	TR 4 (mol/min)	TR 5 (mol/min)	RA T1 (mol/cel)	RA T2 (mol/cel)	RA T3 (mol/cel)	RA T4 (mol/cel)	RA T5 (mol/cel)
orf	tr.1	tr.2	tr.3	tr.4	tr.5	ra.1	ra.2	ra.3	ra.4	ra.5
YBR011C	0.150348206	0.14283372	0.148618145	0.137653823	0.151816737	61.36339131	57.62057134	45.21727972	50.27212544	57.85027819
YBR012C	0.01531867	0.01755878	0.016843881	0.021386223	0.015988959	2.966147742	2.430847601	3.424339383	4.181729802	2.984344177
YBR013C	0.044418155	0.052952958	0.047433737	0.033973423	0.054058252	1.44464259	1.321354436	1.223671223	1.120566004	1.508985429
YBR014C	0.041222103	0.030803504	0.037380056	0.036718255	0.034651363	2.582983119	2.193053531	1.946444641	2.324908335	2.618968083
YBR015C	0.086944674	NA	0.116637409	0.080834016	0.099871359	2.710758337	2.521018867	3.188652816	1.800549809	3.667453475
YBR016W	0.195392196	0.190658909	0.216459229	0.218418365	0.189293722	12.83767581	12.21015552	11.7213431	10.52115285	11.92573962
YBR017C	0.073674995	0.100391751	0.098013613	0.066569839	0.114719636	1.313391792	1.778023114	1.893274768	1.504438522	1.601889818
YBR018C	NA	NA	NA	NA	0.005797493	NA	NA	NA	NA	NA
YBR019C	0.022326514	0.023949631	0.023122542	0.026568711	0.025004234	0.383241159	0.35819827	0.389568467	0.370353138	0.422340352
YBR020W	0.035565624	0.032841356	0.042416342	0.028435485	0.03655836	0.188375194	NA	0.366415762	NA	0.443818664
YBR021W	0.032816868	0.030036046	0.035396163	0.02805868	0.03704846	0.217077453	0.178147399	0.214030294	0.196370463	0.225289712
YBR022W	0.057615412	0.053168542	0.062751851	0.068635774	0.061006449	1.457484865	1.560880863	1.829779608	1.539165884	1.819024912
YBR023C	0.076030927	0.089408511	0.059988772	0.08623858	0.117928791	1.910112488	1.306673855	1.898259356	1.015640878	1.299243874
YBR024W	0.058685327	0.051333684	0.05148885	0.051500967	0.049468146	0.922793124	1.171592909	0.902389234	0.950111774	1.03146022
YBR025C	0.127680333	0.156227151	0.123457201	0.104889731	0.096697391	12.69956174	14.79807067	11.59776397	12.34134865	11.36775687
YBR026C	0.025752294	0.033365634	0.027620321	0.026956133	0.029916358	2.133485852	2.472616782	1.793071127	2.233025465	2.268458698
YBR027C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR028C	0.06852954	0.064077671	0.056633807	0.054923617	0.072297881	2.031859419	2.487151013	2.680308958	2.340757445	2.6712329
YBR029C	0.017173067	0.019907003	0.019731229	0.016302913	0.022936027	0.941297091	0.933001298	0.749857804	0.881827149	0.937232845
YBR030W	0.078288346	NA	0.07503056	0.074492032	0.082972079	0.489768999	0.798555855	0.641569944	0.686445814	0.58009979
YBR031W	0.191788985	0.201254788	0.159426498	0.089324043	0.202717945	12.21918799	11.8396225	11.52848112	12.63907772	8.553283238
YBR032W	0.221174974	0.155603381	0.169666241	0.21019848	0.16657851	NA	NA	NA	NA	NA
YBR033W	0.023452881	0.020337679	0.027761121	0.02153234	0.027141661	0.225295959	0.216554682	0.251320856	0.231736677	0.254781035
YBR034C	0.156552876	0.114231262	0.132897007	0.105407227	0.110400618	2.838332076	2.54658221	2.835261195	2.596519389	2.149844498
YBR035C	0.145133378	0.12451231	0.144070896	0.134383575	0.112405561	2.079621254	2.05602994	1.719402899	2.378295598	1.979043154
YBR036C	0.075958936	NA	0.075046202	0.075687192	0.073204503	2.708845582	2.863459937	3.251569664	3.043411703	2.872102241
YBR037C	0.077325619	0.069506825	0.062214611	0.065658192	0.061460474	0.839989925	0.635974246	0.611084233	0.619625379	0.706361726
YBR038W	0.018113632	0.020248828	0.020135626	0.014257702	0.019053738	3.35681151	4.679946638	4.567093208	4.541667912	4.542075028
YBR039W	0.082145117	0.081196653	0.077607977	0.083863209	0.085330977	6.771327293	6.784753158	4.797934371	6.139179476	5.732711425
YBR040W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR041W	0.075150628	0.082117375	0.070772797	0.079627614	0.083090987	0.890234396	1.065343759	0.949099961	1.105358356	1.054138087
YBR042C	0.019937522	NA	0.02680124	0.020643027	0.022145116	1.216021912	1.531890394	1.592725629	1.513189198	1.48415706
YBR043C	0.103671306	0.111591444	0.102856814	0.099961029	0.119578562	0.694298872	0.86971956	0.727509929	0.740433776	0.765649304
YBR044C	0.069101755	NA	0.075955329	0.06382047	0.090804774	0.27605445	0.300899817	0.336098598	0.34992158	0.344212965
YBR045C	0.011423935	0.009399652	0.009839327	NA	0.01035141	NA	NA	NA	NA	NA
YBR046C	0.041046686	0.045424561	0.036920242	0.042299847	0.036658917	3.184940965	1.96846916	2.232295762	2.153879254	1.947999956
YBR047W	NA	NA	0.019278394	NA	0.020167036	NA	NA	0.452966093	NA	0.405538123
YBR048W	0.241719667	0.269429566	0.2485183	0.228440744	0.257611299	14.14421039	11.66459942	9.576720452	12.77739043	12.25843283
YBR049C	0.08815028	0.08144814	0.088095468	0.098527955	0.091659345	3.051043494	2.901216207	2.732500565	2.958484961	3.563644309
YBR050C	0.039716649	0.04133308	0.042110773	0.040835843	0.036925314	NA	NA	NA	NA	NA
YBR051W	NA	NA	0.018857276	NA	0.023228824	0.875323535	NA	0.543103803	0.396614419	0.544005477
YBR052C	0.153969751	0.159710236	0.129786732	0.148691022	0.178200309	1.061226587	0.920372885	0.888633621	0.86016703	1.002466614
YBR053C	0.021057198	0.027394588	0.022686787	0.023681026	0.016968522	0.902321042	0.61810761	0.59715643	0.753984988	0.785793054
YBR054W	0.043406526	0.046020687	0.041777456	0.049028259	0.042960723	NA	NA	NA	NA	NA
YBR055C	0.047525639	NA	0.067480018	0.058041235	0.08642673	0.723390995	0.784849092	0.863037087	0.770145855	1.063206136
YBR056W	0.041081744	0.05655432	0.05733452	0.038163497	0.060452898	0.501446896	0.54989051	0.736356089	0.729818637	0.821928813
YBR057C	0.080296064	0.087694095	0.077186708	0.068705597	0.08608692	3.109245377	2.470820212	3.060928341	2.959932676	3.464699944
YBR058C	0.058593718	0.059534119	0.063265413	0.060935086	0.066406421	2.14524006	2.2097201	2.743160571	2.461836416	2.378239502
YBR059C	0.044145661	0.050861876	0.048599524	0.041375254	0.050151238	6.775970789	8.302587442	9.456316254	7.447042829	7.3714669
YBR060C	0.092411127	NA	0.091849291	0.071021689	0.104727998	1.554308781	1.456287814	1.942161081	1.093372233	1.477405655
YBR061C	0.088020343	0.066931324	0.078748901	0.075857369	0.07947012	1.116806257	0.963735681	0.880163315	0.869202985	0.950312587
YBR062C	0.128148101	0.121831638	0.153634304	0.179213301	0.17282687	1.916682531	1.627173875	1.779100495	1.488515884	1.828381404
YBR063C	0.027106415	0.02909433	0.026159348	0.028128286	0.026622346	0.691646171	0.702301659	0.845589039	0.715970628	0.673248227
YBR064W	0.030681851	0.022474521	0.040156676	0.035071697	0.041929618	0.469170195	0.336102706	0.357828778	NA	0.378296828
YBR065C	0.033496419	0.030380627	0.029159676	0.024554311	0.020411751	2.612873762	2.249025867	2.629139384	2.398169346	2.066522836
YBR066C	0.056667386	0.053606307	0.043658387	0.041190542	NA	1.567061114	1.678162469	1.435872786	NA	1.59872418
YBR067C	0.276170596	0.232797719	0.237097578	0.157953065	0.12743832	8.923671612	9.850028732	9.92806209	7.883123329	6.028476469
YBR068C	0.508476926	0.604916481	0.461418716	0.536269569	0.520843727	2.468691513	2.750528981	2.841713993	3.112310023	3.178816808
YBR069C	0.38168471	NA	0.336980392	0.231121374	0.281314053	1.394514295	1.302289942	1.085522831	0.881430645	1.092956908
YBR070C	0.049033039	0.037228199	0.047564885	0.042041735	0.045923239	1.023853984	0.652440134	0.798545295	0.697504163	0.81804952
YBR071W	0.184236405	0.210853585	0.168332705	0.194986415	0.201196125	2.838929694	3.060680145	2.759163668	2.701378348	3.483954093
YBR072W	0.021240437	0.02344288	0.020821466	0.021630543	0.020979861	NA	NA	NA	NA	0.399637782
YBR073W	0.032409945	0.042499923	0.03514112	0.03320471	0.041561943	4.2297315	5.460597077	5.80859853	6.083803879	6.734969844
YBR074W	0.042734866	0.044559437	0.03708622	0.038723521	0.04208706	1.930298811	2.119567108	1.863580126	1.998604152	2.046478052
YBR075W	0.06015271	0.074067668	0.060018411	0.076716767	0.074454391	1.141607463	1.278765724	1.284015002	1.194519234	1.332790764
YBR076W	NA	NA	0.012865281	NA	NA	NA	NA	NA	NA	NA
YBR077C	0.234290254	0.166626595	0.235618224	0.253178474	0.217295709	1.306372596	1.364314268	1.405353597	1.368295124	1.424132559
YBR078W	0.619586912	0.690330158	0.627448361	0.666712151	0.700558949	3.541733914	3.743415663	3.685830716	3.317953763	3.065975707
YBR079C	0.072548166	0.079040653	0.065534752	0.066444942	0.07061898	4.651699971	5.634975671	5.665885314	4.756251418	5.373841991
YBR081C	0.093801231	0.09044042	0.092244682	0.088968564	0.102838126	1.633933488	1.436810845	1.573054137	1.048969422	1.300461055
YBR082C	0.368399329	0.456559904	0.430734655	0.36599981	0.336271648	15.59723337	24.4779625	23.5568559	16.15049631	15.05742171
YBR083W	0.067467476	NA	0.067447033	0.060259361	0.079899492	4.348992634	4.611176325	5.21311303	4.78104077	4.80497713
YBR084C-A	0.311716606	0.259338455	0.197558119	0.28411479	0.289241782	23.88431923	28.62089366	25.02957205	28.66981069	25.14318982
YBR084W	0.09617649	0.085591702	0.088605333	0.084949976	0.087366279	4.008160664	4.819529776	4.003965629	4.02139557	3.935897249
YBR085W	0.054518192	0.041554187	0.075108793	0.051717102	0.06131957	NA	NA	NA	NA	NA
YBR086C	0.039313765	0.053162543	0.051380361	0.041680537	0.055316296	4.235051374	4.641017917	4.458353936	4.846781288	5.276626858
YBR087W	0.078100008	0.076993487	0.082128589	0.059429591	0.080217716	0.692150274	0.715155042	0.741566323	0.542837034	0.755161787
YBR088C	0.082232721	0.047449628	0.072816412	0.043770596	0.03635151	2.15670003	1.627277786	1.775333064	1.640623862	2.010626115
YBR089W	0.073583301	NA	0.087560379	0.072890007	0.070312617	1.832656485	1.300436583	1.41318238	1.25775311	1.409318818
YBR090C	0.233564556	0.268563588	0.215094033	0.227085193	0.248492864	1.481172166	1.397898504	1.455128201	1.389141442	1.616441543
YBR091C	0.106485374	0.113785112	0.097969968	0.094498102	0.106152605	0.891617438	0.837188437	0.887833527	1.034364105	0.884184137
YBR092C	0.238591078	0.22488404	0.215386797	0.22352015	0.251234042	3.723248495	4.900001707	3.896107266	6.026497239	4.286560085
YBR093C	0.067285986	NA	0.066795954	0.06293688	0.078785775	4.732109842	5.717238705	4.986616421	4.830181587	5.155804773
YBR094W	0.035423865	0.033732239	0.035962548	0.037640394	0.037986358	1.00781795	1.017768243	0.972077834	1.070383902	1.228973191
YBR095C	0.057987328	0.060241271	0.06213393	0.066283801	0.062456233	1.510029595	1.596274106	1.590501408	1.561631771	2.056208523
YBR096W	0.034581695	0.030149999	0.034340631	0.032385764	0.039058491	1.623464832	1.494694132	1.564456376	1.657934883	1.906720966
YBR097W	0.05007959	0.056166531	0.053598224	0.05473992	0.06027698	0.499830983	0.502854823	0.690005181	0.454273771	0.519328621
YBR098W	0.058357796	NA	0.058810134	0.040467893	0.062184487	0.819195418	0.725257691	0.973395844	0.764543283	0.903922342
YBR099C	0.029127884	NA	0.033415563	NA	0.024508617	NA	NA	NA	NA	NA
YBR100W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBR101C	0.870383319	0.747976841	0.720061067	0.643374607	0.683470456	6.661803702	9.077101267	8.254959451	7.022746937	7.690195588
YBR102C	0.054079233	0.057211211	0.058439679	0.059751777	0.069749411	0.955017312	0.976093734	0.84461885	0.908703616	1.157663992
YBR103W	0.08232247	0.081096886	0.076397081	0.074323317	0.083451212	0.487740684	0.520180837	0.511637044	0.552750735	0.590342441
YBR104W	0.059318795	0.037410826	0.045763097	0.035033467	0.036311687	1.316609729	1.033275543	1.254921377	1.071490908	1.273840381
YBR105C	0.060306957	0.060778488	0.055398497	0.053224463	0.042379177	4.192116238	5.663011768	3.03323607	3.362413069	3.950419199
YBR106W	0.611701033	0.512789649	0.466967233	0.535638962	0.532358802	11.69716172	4.87910821	5.077964016	4.577263382	6.557955656
YBR107C	0.078494557	0.074925521	0.084270115	0.070643727	0.081041248	0.684424789	0.884416427	0.801409898	0.71738809	0.743333586
YBR108W	0.037088706	0.050502622	0.043502245	0.049044969	0.038171077	1.694285285	1.821033706	2.075924085	2.001153729	2.545634123
YBR109C	0.110720492	0.091276455	0.118742527	0.118193157	0.120349208	6.2016521	4.604003148	4.406694294	5.059309648	6.495037014
YBR110W	0.026151763	0.02308286	0.023058096	0.021319002	0.027118226	1.622987174	1.542785838	1.583306566	1.558205343	1.886526563
YBR111C	0.076181992	0.068367243	0.076012905	0.071794538	0.080885841	2.883268617	2.970675449	2.661054426	2.271436604	3.12551878
YBR112C	0.315469846	0.32031171	0.320819354	0.297179276	0.311401241	7.262691452	6.141726814	6.262431882	7.207889683	6.74665165
YBR113W	0.081357952	0.083679362	0.083389108	0.093793449	0.094076435	5.440810463	3.699685104	4.104350935	3.658925003	4.96729632
YBR114W	0.027536469	0.036375253	0.032944864	0.0299401	0.034957259	0.570200853	0.795368571	0.836968536	0.529253772	0.901099474
YBR115C	0.117042845	0.109794963	0.114539035	0.109492633	0.120437849	1.224099387	1.404595917	1.404733596	1.307927732	1.366568648
YBR116C	0.137843437	0.09649283	0.121857592	0.136211814	0.11347666	3.943933714	3.591699628	3.691916204	3.937196655	4.145523112
YBR117C	0.040416551	0.045048635	0.043872456	0.03923024	0.033172898	0.552779932	0.680565711	0.705308756	0.545726309	0.539435356
YBR118W	0.200105291	0.210309485	0.156008415	0.206181101	0.194003333	20.98190225	16.17474175	13.48265343	17.12244181	19.44300668
YBR119W	0.106581624	0.091266951	0.098395276	0.099862873	0.097916987	1.116775056	1.084869577	0.948789515	0.953582279	1.346043935
YBR120C	0.044574535	0.035747509	0.04588788	0.047266858	0.044815638	1.102623656	1.073924178	1.108989443	1.006121942	1.198251663
YBR121C	0.213368222	0.233693729	0.27589982	0.251418776	0.205477015	6.980480344	6.972455026	5.318281888	7.77011045	5.747219978
YBR122C	0.1377886	0.122610753	0.123348796	0.134414998	0.119905599	1.734537125	2.090055125	2.650743688	2.074355384	2.101209991
YBR123C	0.068155234	0.072339439	0.062522295	0.063856304	0.072854795	0.926758358	1.035092376	0.80327323	0.788975408	1.079745373
YBR124W	0.026707085	0.023435429	0.032886652	0.029227706	0.031726033	0.61416704	0.548088396	0.645070548	0.581971211	0.691583286
YBR125C	0.053439133	NA	0.048527066	0.055853739	0.057800226	1.638841277	1.350047702	1.746034875	1.722222983	1.487474728
YBR126C	0.061934163	NA	0.060729102	0.101657619	0.083994853	2.052378847	2.858835617	3.266262197	3.811350848	2.860213524
YBR127C	0.119878799	0.139600695	0.110815923	0.112706283	0.122180119	9.600452501	12.07145	11.54386539	11.66144784	10.97455073
YBR128C	0.040390313	0.038878901	0.041063409	0.033979236	0.038858381	NA	NA	NA	NA	NA
YBR129C	0.061561498	0.067084978	0.065645705	0.056874306	0.064095149	1.17320481	0.836062998	1.565593397	0.872050524	1.575559453
YBR130C	0.073338307	0.082083255	0.07016656	0.062799849	0.088336017	3.139969113	3.227675522	2.961654599	3.020765453	3.840598358
YBR131W	0.022202221	0.025091644	0.02319913	0.023350407	0.025066101	0.52421517	0.591978793	0.576110076	0.496117793	0.6202566
YBR132C	0.026922866	NA	0.024188275	0.024163868	0.037993388	0.283673363	0.266024964	0.340840413	0.212482785	0.192049126
YBR133C	0.050043703	NA	0.061808911	0.050580516	0.049585094	1.780795373	1.390982581	1.399898918	1.833311751	1.677936762
YBR134W	0.035722975	0.026452829	0.038205428	0.040594491	0.035223628	0.997302745	0.870715852	0.818273297	0.824481657	1.01826661
YBR135W	0.073887229	0.062563366	0.093695057	0.083011821	0.080488055	2.762343303	2.332430433	2.535560389	2.407012654	2.573648212
YBR136W	0.052929539	0.057807374	0.055545667	0.049181334	0.059715573	0.231167597	0.224223161	0.220043773	0.217401189	0.246029651
YBR137W	0.05486699	0.053691642	0.049784728	0.04946006	0.048985544	NA	NA	NA	NA	NA
YBR138C	NA	NA	0.017352866	0.016470329	0.018325918	1.065414915	1.028093548	0.529988417	1.022828217	1.358848788
YBR139W	NA	0.051434706	0.043072296	0.045360787	0.057496767	2.184580614	2.530742998	2.328547388	NA	NA
YBR140C	0.061032254	0.061184402	0.059600828	0.057598408	0.064651383	0.876158528	0.85214971	0.79509468	0.716614958	0.921922139
YBR141C	0.05809155	0.049257474	0.056864014	0.049635869	0.050097686	0.822528249	0.5319081	0.552302084	0.491593187	0.651711302
YBR142W	0.104256242	0.080353305	0.09254933	0.102838765	0.078306016	1.807487082	2.069297231	1.727830636	2.057348124	1.818543494
YBR143C	0.096202911	0.086131123	0.09552382	0.092478198	0.094076825	12.85694318	16.68590024	21.72210958	29.34864253	29.16172946
YBR144C	0.037557168	0.033238902	0.046208851	0.042652227	0.037999893	0.599827507	0.500543141	0.560984177	0.541362044	0.594125246
YBR145W	0.031307992	0.033001737	0.031026293	0.032419834	0.021282521	0.532007573	NA	0.524093672	0.443526697	0.344128551
YBR146W	0.07458928	0.082871602	0.072738243	0.076081873	0.080781685	2.876192396	4.164038064	3.41222297	3.429095129	2.355637877
YBR147W	0.012631486	0.016884048	0.013061207	0.011405406	0.018526156	0.273520469	0.333709079	0.240585011	0.268597469	0.422885161
YBR148W	0.00859532	NA	0.007931868	0.006782959	0.010201542	NA	0.176789938	NA	NA	NA
YBR149W	0.053739346	0.066680123	0.05067333	0.05867634	0.053148289	4.86668558	3.909894212	4.249525615	4.10862803	4.71547101
YBR150C	0.090306749	0.119248088	0.128916483	0.094224895	0.118918692	1.60976428	1.269015147	2.016188366	1.600728432	2.246450968
YBR151W	0.073068414	0.092682795	0.078929238	0.082609706	0.083785325	3.999409222	5.303900163	4.798933997	4.680022271	4.732688845
YBR152W	0.088690953	0.078723489	0.080558848	0.076330744	0.067892981	2.654716598	2.838824718	2.855357305	2.779742896	2.807638548
YBR153W	0.174800307	0.130651755	0.168364377	0.161353232	0.134385031	1.604368195	1.512878826	1.317640224	1.253676536	1.13029805
YBR154C	0.264039743	0.202226511	0.238289975	0.240021473	0.262972035	5.389311367	4.651204216	4.048268489	4.370376025	4.805585995
YBR155W	NA	NA	NA	NA	NA	NA	NA	4.775706598	4.014458057	4.371065704
YBR156C	0.042671809	0.045999446	0.043842004	0.048555129	0.047630716	1.527133186	1.571754426	1.534046566	1.379256703	1.573347346
YBR157C	0.075521323	0.070872353	0.096373127	0.091868509	0.084635775	1.173811463	1.276836278	1.600752656	1.266392738	1.427268153
YBR158W	0.232968955	0.254452354	0.255612323	0.244585615	0.262764207	2.928732855	3.161882821	3.659772934	3.093507166	2.955951518
YBR159W	0.059341325	0.055290577	0.055096255	0.047653176	0.042380577	2.347087368	2.162258372	2.440832837	1.898890477	1.936960035
YBR160W	0.152935232	0.094589391	0.093700687	0.092127679	0.097585323	1.553303936	1.324521946	1.163258963	1.345443298	1.46031957
YBR161W	0.025611339	0.02601339	0.027405892	0.022520779	0.0227887	0.665513855	0.910804499	0.767436271	0.719737169	0.736889953
YBR162C	0.08692588	0.106886541	0.087089102	0.09974554	0.087737938	15.3646355	13.02497592	9.686723704	14.73611982	14.5319147
YBR162W-A	0.142122394	NA	0.231304489	0.197254453	0.304349468	2.525868593	3.071342247	3.481332463	2.435574176	4.387700387
YBR163W	0.029061214	NA	0.032806452	0.023136669	0.033514202	0.974513781	0.973746994	1.069544094	0.762253339	1.226387702
YBR164C	0.098665558	0.090235871	0.09512867	0.091305719	0.095685271	1.079568123	0.780114934	0.751263311	0.770877267	1.010412217
YBR165W	0.048114604	0.044752182	0.052908299	0.049825918	0.052625983	1.876049852	1.713465304	1.565675483	1.602881118	1.832267946
YBR166C	0.039392254	0.036716522	0.053820145	0.042235883	0.049805141	1.995006315	1.036816064	1.259059006	NA	1.443144831
YBR167C	0.054113441	0.05311788	0.066387311	0.069277079	0.066304731	0.903161934	0.840373139	0.588320038	0.719804087	0.742954279
YBR168W	0.017708578	0.018593855	0.018691458	0.019775767	0.019364977	0.334518	0.374392782	0.276591731	0.324708702	0.40762605
YBR169C	0.047057391	0.062940715	0.060459066	0.055414154	0.062144237	0.655370601	0.71010576	0.642485544	0.664273118	0.677864578
YBR170C	0.105739955	NA	0.137436	0.07444869	0.095384692	0.932768792	0.902517312	1.505735271	0.72156454	1.005197112
YBR171W	0.061182722	0.05023274	0.054188568	0.057319382	0.059192057	0.986638644	0.735438624	0.767997866	0.81395822	1.084708747
YBR172C	0.187652287	0.197985752	0.194395695	0.22003313	0.190954028	3.737104825	3.557640926	3.364041221	3.242236882	4.023803199
YBR173C	0.244873374	0.291402068	0.274513696	0.277474043	0.298451634	8.61230641	10.75178152	10.59994223	8.133998109	11.63255271
YBR174C	0.103753983	0.09739578	0.102532114	0.110950702	0.110550985	1.895316706	1.957989958	1.57876824	1.719442187	1.704474908
YBR175W	0.064936058	0.065198541	0.058982967	0.056357498	0.064268258	0.647351262	0.576453038	0.44368283	0.53696853	0.694771617
YBR176W	0.024585792	0.025868388	0.027648872	0.027612278	0.026003885	0.595532749	0.645588314	0.621082321	0.709629885	0.692660236
